Unnamed: 0,event_id,datetime,dm,RA,Dec,is_in_DESI
0,280553139,2023-04-02 22:11:38.761938 UTC+0000,629.6107177734,44.0236599155,6.1147898802,True
1,280547208,2023-04-02 21:30:17.238676 UTC+0000,606.9657592773,222.341439478,86.5619221372,False
2,280447898,2023-04-02 10:08:55.278945 UTC+0000,308.5375671387,222.0307770748,14.2985893797,True
3,280446132,2023-04-02 09:01:04.392340 UTC+0000,349.7837524414,205.8643608133,38.9101613403,True
4,280426669,2023-04-02 04:56:39.291520 UTC+0000,259.203918457,142.8283349006,53.2923633937,True
5,280399766,2023-04-02 01:46:10.326922 UTC+0000,814.0054321289,98.9355619497,83.4933441326,False
6,280299141,2023-04-01 17:00:38.933570 UTC+0000,418.5273742676,325.1446851457,62.512133668,False
7,280216473,2023-04-01 03:50:24.397788 UTC+0000,843.1203613281,127.4653252603,51.7263683605,True
8,280124062,2023-03-31 22:16:20.526758 UTC+0000,481.6097412109,41.8326170391,68.1578668453,False
9,279993228,2023-03-31 15:35:23.965094 UTC+0000,1046.9249267578,301.8879141905,20.0970824506,False
10,279709125,2023-03-30 04:10:15.388101 UTC+0000,804.3004150391,129.2262538108,48.629296772,True
11,279706251,2023-03-30 03:53:34.779212 UTC+0000,283.4663696289,122.6140903162,72.4754025144,True
12,279649076,2023-03-29 22:08:29.534599 UTC+0000,319.8600463867,37.3420564792,74.8711852961,False
13,279548362,2023-03-29 08:24:38.657950 UTC+0000,1350.6101074219,192.238419516,40.8809047795,True
14,279546454,2023-03-29 05:44:43.188782 UTC+0000,417.7186279297,151.870632909,53.7033994038,True
15,279494585,2023-03-28 22:58:10.710553 UTC+0000,412.0573730469,50.5567949786,56.6213370433,False
16,279469568,2023-03-28 19:47:50.428165 UTC+0000,1293.5932617188,2.9688774737,60.1086634391,False
17,279380945,2023-03-28 08:27:22.401940 UTC+0000,934.5089111328,192.6843877046,3.0789389421,True
18,279377485,2023-03-28 07:42:55.264998 UTC+0000,702.3981323242,180.135558166,45.5623590594,True
19,279318614,2023-03-27 23:24:50.668119 UTC+0000,46.0986671448,56.0566448702,6.6690427978,False
20,279162997,2023-03-27 11:21:58.015326 UTC+0000,1289.1451416016,234.8164784229,34.8968578319,True
21,279161246,2023-03-27 10:50:36.405987 UTC+0000,509.9159545898,226.5871123662,7.8740429097,True
22,278720455,2023-03-25 01:43:36.084014 UTC+0000,911.8639526367,87.9006250632,74.1265057553,False
23,278687974,2023-03-24 21:46:13.737577 UTC+0000,1862.9522705078,27.4878816258,85.2642349962,False
24,278589167,2023-03-24 14:37:47.941504 UTC+0000,499.8066101074,278.1737868642,76.6691290646,True
25,278542342,2023-03-24 05:50:01.918858 UTC+0000,267.2913818359,148.3993266408,46.3238810505,True
26,278318888,2023-03-23 10:14:45.612771 UTC+0000,895.6890258789,213.5672464952,27.5701962019,True
27,278302812,2023-03-23 05:50:20.165063 UTC+0000,480.800994873,148.6089189848,-4.8517306607,True
28,278253583,2023-03-23 00:57:51.658498 UTC+0000,550.3533935547,75.8769953228,75.8181278237,False
29,278194344,2023-03-22 19:39:51.803683 UTC+0000,431.8717346191,354.6569853411,31.8898068696,True
30,278127036,2023-03-22 16:19:42.751114 UTC+0000,1293.1889648438,303.6992699966,53.1192190529,False
31,278040420,2023-03-22 09:15:53.102771 UTC+0000,664.3869018555,197.5067767607,49.8344323358,True
32,278039880,2023-03-22 09:08:45.897180 UTC+0000,1404.3918457031,197.4423244,34.142542562,True
33,277705843,2023-03-20 16:11:15.134817 UTC+0000,220.383972168,300.9882260172,58.2039046381,False
34,277644737,2023-03-20 03:29:05.089193 UTC+0000,333.6087646484,108.8709098711,21.9549651179,True
35,277614778,2023-03-19 23:53:05.554908 UTC+0000,47.3117904663,56.071576586,6.6694996959,False
36,277553028,2023-03-19 18:41:28.857623 UTC+0000,361.1062316895,337.9821232505,14.0935434777,True
37,277388194,2023-03-18 23:34:43.261342 UTC+0000,237.36769104,201.9178968143,89.1200626682,False
38,277256553,2023-03-18 04:05:14.086343 UTC+0000,376.472442627,299.2697165289,76.3296480372,False
39,277226323,2023-03-17 23:09:49.969513 UTC+0000,1257.1995849609,42.7293194275,43.7961926475,False
40,277143488,2023-03-17 17:27:57.825418 UTC+0000,759.0104980469,307.8203984265,85.2253796484,False
41,277079672,2023-03-17 14:40:36.252697 UTC+0000,2073.2268066406,274.3598830476,67.4473639715,True
42,277059004,2023-03-17 08:13:08.095943 UTC+0000,696.7368774414,179.4253305309,72.3331169055,True
43,276961815,2023-03-16 20:16:20.756544 UTC+0000,495.3584899902,358.816704724,66.10835196,False
44,276890557,2023-03-16 16:30:56.383203 UTC+0000,1288.3364257812,301.4474423407,31.1385537441,False
45,276879479,2023-03-16 16:07:51.216931 UTC+0000,331.9912719727,290.0972027769,82.9127712395,False
46,276516477,2023-03-15 03:45:25.609661 UTC+0000,858.0822143555,107.6085707499,47.0198850534,True
47,276387136,2023-03-14 17:12:50.081367 UTC+0000,429.0411071777,310.398390326,6.944618004,True
48,276305822,2023-03-14 13:41:14.088309 UTC+0000,376.8768310547,256.2076001395,63.0135525196,True
49,276299549,2023-03-14 11:03:35.882979 UTC+0000,788.9342041016,217.4441485628,11.9095744205,True
50,276298819,2023-03-14 09:55:28.953164 UTC+0000,559.2496337891,200.7683471677,64.336847758,True
51,276123528,2023-03-13 18:05:55.981296 UTC+0000,932.0827026367,322.2997914565,27.3655181062,False
52,275992150,2023-03-13 09:05:02.708759 UTC+0000,470.6916503906,187.0666777332,67.9879212387,True
53,275970982,2023-03-13 06:06:26.180777 UTC+0000,282.657623291,142.2578023385,39.28895787,True
54,275963213,2023-03-13 05:00:43.616279 UTC+0000,400.3305358887,125.1614239639,45.8947366479,True
55,275955036,2023-03-13 04:25:34.334876 UTC+0000,1568.5677490234,116.4788899755,35.2812619947,True
56,275895184,2023-03-12 22:24:57.058247 UTC+0000,25.4755783081,26.2878947298,-6.4241107198,True
57,275878101,2023-03-12 19:50:41.720919 UTC+0000,218.3621063232,347.3823589822,48.4200229372,False
58,275875141,2023-03-12 19:41:58.161679 UTC+0000,219.1708526611,344.5665897164,48.7881789049,False
59,275629567,2023-03-11 02:50:25.469670 UTC+0000,364.341217041,90.9756401214,55.9262218831,True
60,275550969,2023-03-10 18:16:23.690675 UTC+0000,458.9647827148,321.3477631691,40.2513963321,False
61,275376610,2023-03-09 23:44:02.690729 UTC+0000,1212.7183837891,43.0466659,74.8883459269,False
62,275352978,2023-03-09 22:01:48.631229 UTC+0000,866.5740356445,17.3238724175,40.2371726237,False
63,275343207,2023-03-09 21:00:42.426803 UTC+0000,385.3686828613,1.9469794415,48.0272959824,False
64,275250793,2023-03-09 08:17:30.756367 UTC+0000,763.8629760742,171.2742534626,6.337774113,True
65,275232095,2023-03-09 05:38:41.607006 UTC+0000,479.1835021973,131.8534339345,8.2536474567,True
66,275149627,2023-03-08 22:45:18.611276 UTC+0000,866.5740356445,208.2658573149,75.8547203042,True
67,275130275,2023-03-08 20:00:43.526208 UTC+0000,219.5752258301,347.1824383951,48.7996018834,False
68,275101905,2023-03-08 17:53:48.583797 UTC+0000,509.107208252,313.8292491718,34.5205543096,False
69,275027565,2023-03-08 13:28:48.831923 UTC+0000,826.9453735352,247.9423371621,7.8382318429,True
70,274996202,2023-03-08 05:14:28.234470 UTC+0000,1636.5026855469,124.8638127435,47.8396870418,True
71,274963470,2023-03-07 23:18:10.464670 UTC+0000,1134.2697753906,35.5672536748,45.3351101959,False
72,274824628,2023-03-07 13:47:21.028631 UTC+0000,1733.1480712891,251.5939596877,23.6963814705,True
73,274819928,2023-03-07 10:46:27.834496 UTC+0000,214.7227325439,206.67121409,60.3537755455,True
74,274819243,2023-03-07 09:05:48.036736 UTC+0000,610.2007446289,181.9423064747,71.7147957181,True
75,274762485,2023-03-07 00:19:06.761036 UTC+0000,3087.3974609375,49.8237409751,41.4591967548,False
76,274741213,2023-03-06 20:26:23.314846 UTC+0000,246.2639312744,351.0389276679,7.6595443264,True
77,274644818,2023-03-06 05:49:56.573086 UTC+0000,603.7307739258,130.4886647793,52.5066745179,True
78,274640456,2023-03-06 05:20:33.612743 UTC+0000,526.8996582031,123.3724668538,34.8935905586,True
79,274633744,2023-03-06 03:15:10.879480 UTC+0000,665.6000366211,92.382638776,41.1524569944,False
80,274567251,2023-03-05 18:44:10.907837 UTC+0000,485.653503418,324.454111695,31.46650778,False
81,274523406,2023-03-05 11:44:29.889968 UTC+0000,472.7135314941,219.8107649669,41.2445554765,True
82,274523305,2023-03-05 10:20:14.642160 UTC+0000,771.1417236328,197.3471123142,35.3461793132,True
83,274517321,2023-03-05 05:32:34.347197 UTC+0000,1080.8924560547,126.6382772443,64.2916987977,True
84,274381661,2023-03-04 08:00:50.073748 UTC+0000,1081.701171875,161.4694979861,48.6753951894,True
85,274341293,2023-03-03 23:14:32.681989 UTC+0000,809.5573120117,29.5590391033,19.6112406367,True
86,274209773,2023-03-03 02:21:54.909291 UTC+0000,228.4714660645,75.9302217961,59.8114582069,False
87,273947077,2023-03-01 22:00:21.038433 UTC+0000,1349.8012695312,9.864331684,20.9181571088,True
88,273844060,2023-03-01 13:57:38.863375 UTC+0000,759.0104980469,248.7038141496,27.9340358968,True
89,273827198,2023-02-28 17:44:11.822233 UTC+0000,661.5563354492,303.1535119927,54.2785072089,False
90,273584531,2023-02-27 08:10:30.079928 UTC+0000,464.6260375977,158.2471468935,70.0342359594,True
91,273546710,2023-02-27 01:00:24.053094 UTC+0000,798.6391601562,225.3403927022,87.6303716402,False
92,273432862,2023-02-26 16:23:11.061022 UTC+0000,516.7903442383,284.3429274585,76.6873457415,True
93,273416127,2023-02-26 11:18:21.947850 UTC+0000,30.3280696869,205.7999503014,66.365579084,True
94,273370169,2023-02-26 00:56:01.952020 UTC+0000,479.1835021973,50.2967554529,55.8453457592,False
95,273334990,2023-02-25 21:18:41.179310 UTC+0000,743.6442871094,355.2587353698,33.4771234227,True
96,273244134,2023-02-25 11:17:36.571709 UTC+0000,343.3137512207,204.6118205616,55.6282080988,True
97,273170375,2023-02-24 22:30:53.508352 UTC+0000,1253.1558837891,13.0116878233,54.622430284,False
98,273168274,2023-02-24 21:14:53.948631 UTC+0000,337.6525268555,353.5229865548,11.7996286614,True
99,273084138,2023-02-24 07:28:09.773824 UTC+0000,1402.3699951172,145.6422792812,75.5145314261,True
100,273082997,2023-02-24 06:55:19.942543 UTC+0000,729.8955688477,137.7985801438,27.5654041517,True
101,272638677,2023-02-23 13:12:39.653570 UTC+0000,691.0756225586,230.4217972119,42.011877547,True
102,272636249,2023-02-23 11:55:32.617984 UTC+0000,539.0308837891,212.1678455367,51.3695818589,True
103,272636176,2023-02-23 11:06:00.699317 UTC+0000,731.9174194336,197.2774681737,70.4383114581,True
104,272628839,2023-02-23 07:12:53.400647 UTC+0000,225.2364654541,140.4952988876,65.1227271706,True
105,272612741,2023-02-23 05:02:40.104355 UTC+0000,218.7664794922,108.1122532909,26.2594615049,True
106,272581098,2023-02-23 02:11:16.153292 UTC+0000,750.1142578125,244.0614491195,80.8799094157,True
107,272367619,2023-02-22 13:42:46.718003 UTC+0000,188.0340423584,237.3210258075,30.855262268,True
108,272356230,2023-02-22 07:20:03.682171 UTC+0000,686.6275024414,141.5982209351,24.6253819837,True
109,272350056,2023-02-22 05:00:29.486848 UTC+0000,708.4420776367,107.0648644302,11.3699993842,False
110,272132652,2023-02-19 00:02:26.878535 UTC+0000,348.9750061035,29.192146698,65.7147218076,False
111,272132618,2023-02-19 00:01:11.318149 UTC+0000,25.4755783081,29.5488162138,-6.4204838704,True
112,272132616,2023-02-19 00:01:14.243676 UTC+0000,25.4755783081,29.5611922392,-6.4211354287,True
113,272052752,2023-02-18 11:36:45.841930 UTC+0000,690.6712646484,202.5077386359,33.3328087459,True
114,272044957,2023-02-18 06:24:41.273497 UTC+0000,787.7210693359,316.7156271812,87.4341310486,False
115,271984694,2023-02-18 01:21:59.137638 UTC+0000,589.9820556641,48.1151009621,62.5395315698,False
116,271490460,2023-02-16 19:24:00.689797 UTC+0000,944.2139282227,317.6737601419,11.7120018124,True
117,271485233,2023-02-16 18:35:05.631201 UTC+0000,949.06640625,305.8468560086,15.0823032136,False
118,271416295,2023-02-16 11:48:08.899410 UTC+0000,603.7307739258,203.3934696397,54.0934384301,True
119,271227731,2023-02-15 11:17:51.739156 UTC+0000,1205.4396972656,193.8137235615,65.5470381648,True
120,271223218,2023-02-15 07:32:30.983403 UTC+0000,783.6773071289,137.2134981741,36.1097602655,True
121,271125404,2023-02-14 21:27:47.944315 UTC+0000,220.383972168,347.3339409921,48.7944521679,False
122,270816811,2023-02-10 16:02:32.977262 UTC+0000,503.4459533691,261.4030239611,62.6367198482,True
123,270803451,2023-02-10 11:20:21.450194 UTC+0000,1218.7840576172,189.8095514648,27.1746242757,True
124,270803221,2023-02-10 10:46:15.075489 UTC+0000,1230.9152832031,181.3442959319,45.5701813582,True
125,270765293,2023-02-10 06:54:48.880512 UTC+0000,617.4794921875,309.9823651593,88.5407751069,False
126,270763898,2023-02-10 05:57:22.420915 UTC+0000,562.4846191406,108.7063844368,8.8505123369,False
127,270601856,2023-02-09 14:35:57.313001 UTC+0000,529.7302856445,239.0602901336,28.7862579117,True
128,270582780,2023-02-09 06:57:54.337889 UTC+0000,766.2892456055,123.5864142768,41.6192564529,True
129,270582116,2023-02-09 06:29:58.309742 UTC+0000,721.8080444336,117.4591406438,69.562861349,True
130,270356253,2023-02-08 12:25:52.629120 UTC+0000,801.0654296875,204.4007958161,45.1600591384,True
131,269830525,2023-02-07 14:35:42.003133 UTC+0000,492.1234741211,236.9640585175,14.2791968269,True
132,269425747,2023-02-06 05:30:26.983419 UTC+0000,274.5701293945,83.595758599,86.2332148381,False
133,269116348,2023-02-05 09:13:47.353147 UTC+0000,683.3925170898,154.0215738804,67.1524027029,True
134,268951195,2023-02-04 12:00:42.070197 UTC+0000,524.473449707,195.2776478248,44.7869575394,True
135,268895370,2023-02-04 02:41:11.513720 UTC+0000,384.1555480957,52.9871203335,50.0056049074,False
136,268875618,2023-02-04 00:40:48.348137 UTC+0000,789.7429199219,199.7267255286,86.0518918647,False
137,268860245,2023-02-04 00:24:26.063111 UTC+0000,133.0391387939,17.8283684508,77.8928255673,False
138,268843160,2023-02-03 22:10:21.359203 UTC+0000,224.8320922852,347.1562277652,48.798294271,False
139,268786306,2023-02-03 09:08:51.986979 UTC+0000,417.3015136719,149.7601371973,35.7319108217,True
140,268677191,2023-02-02 22:22:36.257298 UTC+0000,220.383972168,347.3671080535,48.790499737,False
141,268661867,2023-02-02 21:31:24.705561 UTC+0000,911.8639526367,334.5995976001,46.0932393819,False
142,268190703,2023-01-31 14:15:33.043829 UTC+0000,137.0828704834,225.328049121,54.0737525613,True
143,267911623,2023-01-28 23:18:26.478261 UTC+0000,325.5213012695,356.7200434759,63.6651648289,False
144,267690328,2023-01-27 08:59:27.028979 UTC+0000,391.0299072266,141.2221211269,50.5728394464,True
145,267541998,2023-01-26 14:08:30.483105 UTC+0000,682.9881591797,218.0249761769,77.6848829246,True
146,267541157,2023-01-26 12:02:47.428439 UTC+0000,853.2297363281,185.8239813202,37.3124726471,True
147,267417449,2023-01-25 15:58:45.792783 UTC+0000,362.7237243652,244.5425375178,10.3851926065,True
148,267417074,2023-01-25 15:21:50.272284 UTC+0000,103.1154403687,235.3050839192,27.5252813398,True
149,267382464,2023-01-25 07:59:18.723643 UTC+0000,257.5863952637,306.1895375037,72.8661847833,False
150,267090301,2023-01-23 22:15:48.376307 UTC+0000,1061.482421875,338.2519043407,68.9635610617,False
151,267076431,2023-01-23 21:45:31.089241 UTC+0000,545.5009155273,329.0815795922,-5.0722372252,True
152,266828069,2023-01-22 20:09:52.543106 UTC+0000,293.9801025391,304.6395481576,63.3410510969,False
153,266821876,2023-01-22 19:43:36.674936 UTC+0000,217.9577331543,297.5432463818,12.2454638294,False
154,266776148,2023-01-22 09:10:16.799741 UTC+0000,496.1672363281,323.5375886124,83.0459762619,False
155,266731346,2023-01-22 01:07:56.558272 UTC+0000,1399.5393066406,16.7649794758,53.8441131593,False
156,266639297,2023-01-21 12:12:33.466754 UTC+0000,33.1586914062,183.0581120819,5.2558946453,True
157,266442948,2023-01-20 10:12:04.592658 UTC+0000,1161.7673339844,152.6281947227,31.3132252931,True
158,266441951,2023-01-20 09:51:28.856327 UTC+0000,508.2984619141,147.103064135,43.6034032234,True
159,265929440,2023-01-19 07:10:20.698232 UTC+0000,424.1885986328,104.5163072991,69.9549252814,True
160,265906924,2023-01-19 05:13:06.284193 UTC+0000,515.5772094727,75.7096827397,58.6346497895,False
161,265737736,2023-01-18 09:52:40.690992 UTC+0000,1135.8873291016,146.2870761058,38.9032188015,True
162,265538922,2023-01-17 09:28:58.697088 UTC+0000,281.8488769531,138.8686759656,25.8959851297,True
163,265276684,2023-01-16 15:12:58.118325 UTC+0000,1368.8068847656,223.1650130589,41.6103469519,True
164,265083447,2023-01-16 03:14:06.947346 UTC+0000,311.7725524902,43.0853495261,15.9885334122,False
165,264483508,2023-01-14 16:47:23.230389 UTC+0000,625.5670166016,245.4889773298,5.1865523118,True
166,263564938,2023-01-12 00:44:00.732011 UTC+0000,238.1764526367,1.4847400371,23.958510885,True
167,262182507,2023-01-10 00:41:23.227376 UTC+0000,534.9871826172,0.126637289,57.2388087892,False
168,260201353,2023-01-06 05:30:51.865147 UTC+0000,594.8345336914,67.5282947366,11.7524490371,False
169,259631474,2023-01-03 09:50:04.425971 UTC+0000,489.6972351074,129.9155556884,24.6061848277,True
170,259628844,2023-01-03 08:50:11.619243 UTC+0000,1320.6864013672,114.7465372866,40.4160406504,True
171,259579651,2023-01-02 23:25:20.969213 UTC+0000,982.2250976562,334.7793076548,64.0989406025,False
172,259347239,2023-01-01 08:50:17.307113 UTC+0000,549.5446166992,113.6034612902,6.800140628,False
173,259284233,2023-01-01 02:06:57.300249 UTC+0000,522.8559570312,195.9918452663,82.5535761605,True
174,259190780,2022-12-31 16:13:01.502563 UTC+0000,181.5640411377,222.9212888981,46.3064387052,True
175,259183894,2022-12-31 07:04:25.414794 UTC+0000,7070.0795898438,86.3334461875,37.5944084607,False
176,259180403,2022-12-31 06:44:58.782246 UTC+0000,992.7388305664,79.0702584515,61.3916218939,False
177,258991746,2022-12-30 06:32:55.077045 UTC+0000,597.2608032227,76.8385429154,51.6219409449,False
178,258899327,2022-12-30 01:34:34.374773 UTC+0000,179.9465484619,1.4486623999,-1.2919902919,True
179,258885247,2022-12-30 00:27:05.814973 UTC+0000,220.7883453369,344.724632304,48.7972165414,False
180,258151226,2022-12-28 18:07:16.896171 UTC+0000,493.7409973145,249.2071731888,38.8422124098,True
181,257781521,2022-12-27 10:55:44.771745 UTC+0000,638.5069580078,139.1574492424,52.9102186308,True
182,257561323,2022-12-26 15:17:39.783861 UTC+0000,5411.3364257812,203.6427401967,36.5303368826,True
183,257555782,2022-12-26 14:56:35.515778 UTC+0000,5050.634765625,21.1598201593,76.9282501407,False
184,257554358,2022-12-26 14:21:01.587596 UTC+0000,570.5720825195,189.4616383486,34.9428826684,True
185,257364224,2022-12-25 14:10:41.243154 UTC+0000,62.2736358643,186.8666865954,26.346776478,True
186,257059870,2022-12-23 23:57:26.093801 UTC+0000,398.7130432129,331.5837692956,17.3577195505,True
187,257018312,2022-12-23 21:06:13.003361 UTC+0000,378.0899353027,288.1062180609,37.1603836977,False
188,256973538,2022-12-23 15:35:28.540034 UTC+0000,1178.7509765625,205.5673399402,13.3726999578,True
189,256940790,2022-12-23 06:18:37.275358 UTC+0000,618.288269043,66.9552596568,16.0372003949,False
190,256930964,2022-12-23 05:49:18.160668 UTC+0000,1337.6700439453,58.51801418,43.8218033958,False
191,256774813,2022-12-22 12:24:31.681674 UTC+0000,1016.5969238281,157.7010344131,21.19838202,True
192,256772381,2022-12-22 10:21:33.864240 UTC+0000,829.7760009766,126.9333763757,47.0657979932,True
193,256708951,2022-12-22 03:39:46.223818 UTC+0000,908.6289672852,26.1743703063,24.4091545939,True
194,256686721,2022-12-22 01:01:34.532216 UTC+0000,224.8320922852,344.8470287343,48.7891600222,False
195,256622616,2022-12-21 02:54:21.305244 UTC+0000,494.5497436523,13.3811229706,9.1958302794,True
196,256585816,2022-12-21 01:11:58.838786 UTC+0000,220.7883453369,347.1009133306,48.7953208338,False
197,256530985,2022-12-20 19:49:46.916784 UTC+0000,501.0197143555,265.5699565085,57.4925300127,True
198,256513731,2022-12-20 16:34:38.587947 UTC+0000,46.0986671448,218.6056351741,39.2920062501,True
199,256404946,2022-12-20 01:39:41.034580 UTC+0000,447.6423034668,354.108007985,14.0833062692,True
200,256361206,2022-12-19 23:35:32.894395 UTC+0000,910.2464599609,322.6276909533,62.1175734714,False
201,255990985,2022-12-18 06:54:52.162375 UTC+0000,371.6199645996,70.6676607398,21.0125909755,False
202,255916253,2022-12-17 18:53:45.331875 UTC+0000,596.4520263672,248.2883102059,63.4368375391,True
203,255770223,2022-12-16 17:52:18.696931 UTC+0000,553.5883789062,232.5308260999,41.6164406691,True
204,255737710,2022-12-16 11:17:25.199465 UTC+0000,470.2872619629,133.2407973973,46.6897389773,True
205,255694185,2022-12-16 03:37:02.325964 UTC+0000,245.4551849365,19.1327103421,20.4966095125,True
206,255689863,2022-12-16 02:37:09.385546 UTC+0000,468.6697692871,4.1187640527,32.2791976692,True
207,255680465,2022-12-16 01:31:25.767232 UTC+0000,229.2802124023,347.0511982002,48.4230094214,False
208,255679560,2022-12-16 01:28:14.333954 UTC+0000,222.4058532715,347.4748853226,48.8009128977,False
209,255638191,2022-12-15 19:16:03.274875 UTC+0000,749.3055419922,253.3761642318,10.3584602877,True
210,255628460,2022-12-15 17:04:49.093020 UTC+0000,271.335144043,221.0887534014,-4.8668340325,True
211,255623238,2022-12-15 15:43:22.676428 UTC+0000,271.335144043,198.6791011016,59.018363364,True
212,255585369,2022-12-15 03:41:27.763476 UTC+0000,231.706451416,18.2947831153,31.0557928888,True
213,255519283,2022-12-14 23:59:33.666327 UTC+0000,412.4617614746,322.8389468324,62.9095565322,False
214,255313198,2022-12-13 21:06:27.267750 UTC+0000,469.478515625,279.3345637034,34.8019243341,True
215,255262742,2022-12-13 09:14:12.411310 UTC+0000,747.6880493164,44.1857084085,88.8191098745,False
216,255219044,2022-12-13 03:27:24.647424 UTC+0000,352.2099914551,13.0423871102,52.6660859578,False
217,255201242,2022-12-13 00:20:51.502328 UTC+0000,327.9475402832,326.2969470776,30.9146144272,False
218,255055321,2022-12-11 18:18:44.706744 UTC+0000,1177.1335449219,235.2905745053,33.2889334059,True
219,255044794,2022-12-11 16:28:56.836659 UTC+0000,1052.9906005859,207.7497211227,27.1614236975,True
220,255039330,2022-12-11 11:11:03.391262 UTC+0000,1670.0657958984,126.6842594725,47.4501548467,True
221,255032136,2022-12-11 07:26:36.049968 UTC+0000,350.5924987793,247.0702031697,87.0636882293,False
222,254942590,2022-12-10 17:59:50.460446 UTC+0000,92.1973342896,229.5452730127,3.0300527719,True
223,254921119,2022-12-10 14:31:35.274933 UTC+0000,655.4907226562,176.3012104195,35.347266117,True
224,254920535,2022-12-10 12:53:07.157350 UTC+0000,266.482635498,153.0535377799,14.7981375054,True
225,254920191,2022-12-10 12:06:43.172341 UTC+0000,1077.6574707031,141.4399905993,36.5205158366,True
226,254916086,2022-12-10 09:11:19.579719 UTC+0000,1634.0764160156,96.0966704498,22.3633923546,False
227,254868645,2022-12-10 01:56:07.646563 UTC+0000,251.1164245605,347.5506102048,6.0812533588,True
228,254868122,2022-12-10 01:54:19.653724 UTC+0000,319.0513000488,343.615034225,83.8247520399,False
229,254864182,2022-12-10 01:29:54.035456 UTC+0000,1011.7444458008,341.9391102358,42.5900121154,False
230,254837189,2022-12-09 22:47:34.271744 UTC+0000,792.1691894531,300.4493429778,59.4126694663,False
231,254820502,2022-12-09 21:26:20.162816 UTC+0000,273.3569946289,279.7750636491,52.5064337779,True
232,254786268,2022-12-09 15:46:19.684198 UTC+0000,161.3453369141,195.4983953079,0.7692745549,True
233,254781953,2022-12-09 15:33:40.918876 UTC+0000,398.3086547852,189.8002601026,78.5879122488,True
234,254607410,2022-12-08 11:22:31.781734 UTC+0000,302.8763427734,129.3608591876,79.8798270191,True
235,254607207,2022-12-08 11:20:27.210903 UTC+0000,260.8214111328,134.753182332,87.8830392806,False
236,254357715,2022-12-07 02:08:05.512507 UTC+0000,222.4058532715,347.3658697259,48.7978160161,False
237,254357296,2022-12-07 02:06:58.366945 UTC+0000,228.0670928955,347.0879255706,48.7992437988,False
238,254335067,2022-12-07 00:04:13.564958 UTC+0000,459.7735595703,318.2561721538,69.8204239622,False
239,254320055,2022-12-06 22:46:34.081187 UTC+0000,706.4418334961,296.7226236247,64.5588052466,True
240,254292794,2022-12-06 17:54:41.325824 UTC+0000,365.9587097168,224.7544051266,26.4509951876,True
241,254276515,2022-12-06 13:03:17.904373 UTC+0000,1025.8975830078,151.6967163164,36.1331677509,True
242,254198065,2022-12-06 02:12:00.373545 UTC+0000,220.7883453369,347.3629946715,48.7953724159,False
243,254197814,2022-12-06 02:11:00.651899 UTC+0000,224.8320922852,347.1138913529,48.7973383998,False
244,254197803,2022-12-06 02:11:00.360919 UTC+0000,220.383972168,347.1123373751,48.7991241442,False
245,254197663,2022-12-06 02:10:31.797708 UTC+0000,219.5752258301,346.9946981357,48.7937911565,False
246,254196265,2022-12-06 02:05:55.500551 UTC+0000,222.4058532715,347.0754952788,48.8008756262,False
247,254030008,2022-12-05 08:29:10.812539 UTC+0000,1276.6096191406,82.5665479616,75.8253098488,False
248,253965030,2022-12-05 02:19:54.380687 UTC+0000,220.383972168,349.5842823732,48.7979874745,False
249,253964601,2022-12-05 02:18:01.409730 UTC+0000,222.4058532715,347.2534694387,48.78826468,False
250,253964024,2022-12-05 02:15:39.254282 UTC+0000,222.4058532715,347.2921654507,48.7984925352,False
251,253963472,2022-12-05 02:13:36.099031 UTC+0000,224.0233459473,347.3847177929,48.8014954797,False
252,253963427,2022-12-05 02:13:25.246269 UTC+0000,222.4058532715,347.339430202,48.7950143476,False
253,253963142,2022-12-05 02:12:32.696883 UTC+0000,221.5971069336,347.1217570519,48.7955504779,False
254,253962831,2022-12-05 02:11:40.367698 UTC+0000,224.0233459473,345.6492828793,48.7914782148,False
255,253962520,2022-12-05 02:10:34.102937 UTC+0000,224.8320922852,347.2593923791,48.8016576666,False
256,253957330,2022-12-05 01:24:45.656791 UTC+0000,74.0004882812,335.1670025211,29.4372995638,True
257,253948508,2022-12-04 23:39:55.144507 UTC+0000,158.9190826416,306.913422156,66.988334605,False
258,253901508,2022-12-04 20:21:41.980556 UTC+0000,1216.7622070312,258.3743624088,10.3506632464,True
259,253877207,2022-12-04 16:59:56.999011 UTC+0000,222.0014801025,208.0314228863,48.2641229015,True
260,253685892,2022-12-03 04:15:06.129029 UTC+0000,150.427230835,15.8529670888,27.345152659,True
261,253684067,2022-12-03 04:02:54.747269 UTC+0000,1270.1395263672,11.417568933,52.2915203189,False
262,253635173,2022-12-03 00:02:45.818808 UTC+0000,602.11328125,311.4953364896,71.9124134381,False
263,253538488,2022-12-02 17:17:12.417351 UTC+0000,717.7643432617,210.4758299881,36.5288636336,True
264,253495487,2022-12-02 12:35:40.321986 UTC+0000,752.9448852539,139.4533987435,22.885141541,True
265,253396694,2022-12-02 02:46:58.994862 UTC+0000,957.1538696289,353.2694081988,26.5138138709,True
266,253337288,2022-12-01 22:07:07.696486 UTC+0000,332.8000183105,281.6291611052,22.7631899876,False
267,253310541,2022-12-01 18:54:25.400207 UTC+0000,157.3015899658,234.1399756362,34.8980904173,True
268,253222714,2022-12-01 07:18:52.237934 UTC+0000,948.2576904297,251.3341440768,89.1973955189,False
