event_id,dm,RA,Dec,is_in_DESI,DMhalo,DMISM,DM_Cosm,z
174,29.1149482727 pc / cm3,166.1236034779,61.9269778982,True,40.0 pc / cm3,34.63320812683432 pc / cm3,0,
175,186.0121612549 pc / cm3,173.3868877272,32.9187755079,True,40.0 pc / cm3,20.31092179139079 pc / cm3,125.70123946350921 pc / cm3,0.03069519304359531
176,297.2150878906 pc / cm3,187.8888273793,59.9169949441,True,40.0 pc / cm3,31.77987662864338 pc / cm3,225.43521126195662 pc / cm3,0.14681017038827376
177,845.9509887695 pc / cm3,149.2888697593,9.7409726198,True,40.0 pc / cm3,39.127398943879804 pc / cm3,766.8235898256202 pc / cm3,0.7303683567981093
178,921.9733276367 pc / cm3,113.2580252885,42.2675336728,True,40.0 pc / cm3,62.87720443936502 pc / cm3,819.0961231973349 pc / cm3,0.7853504760656812
179,266.8870239258 pc / cm3,22.9680519249,70.6859221056,False,40.0 pc / cm3,136.45230408065325 pc / cm3,90.43471984514676 pc / cm3,
180,1319.8372802734 pc / cm3,180.6562896117,61.5253734408,True,40.0 pc / cm3,32.75788187057539 pc / cm3,1247.0793984028246 pc / cm3,1.2354440193411889
181,875.0659179688 pc / cm3,26.2878947298,42.8965358131,False,40.0 pc / cm3,75.77762865361309 pc / cm3,759.288289315187 pc / cm3,0.7224384857564837
182,327.9475402832 pc / cm3,334.9819324083,12.1921640863,True,40.0 pc / cm3,43.182821362783 pc / cm3,244.764718920417 pc / cm3,0.16873394801574734
183,376.8768310547 pc / cm3,340.324099455,47.8795670535,False,40.0 pc / cm3,134.01388251598772 pc / cm3,202.8629485387123 pc / cm3,0.12099821649982426
184,1119.3079833984 pc / cm3,355.2587353698,83.1296997707,False,40.0 pc / cm3,68.92053781706885 pc / cm3,1010.3874455813311 pc / cm3,0.9865065155230432
185,218.3621063232 pc / cm3,155.7557519556,14.585972328,True,40.0 pc / cm3,35.25271094346341 pc / cm3,143.1093953797366 pc / cm3,0.05138548471921122
186,985.0557250977 pc / cm3,124.5333462073,59.5049603737,True,40.0 pc / cm3,47.785203122775066 pc / cm3,897.2705219749249 pc / cm3,0.8675351740591248
187,314.1988220215 pc / cm3,233.1084904803,52.4480806008,True,40.0 pc / cm3,33.452795683531036 pc / cm3,240.74602633796897 pc / cm3,0.16418878938914572
188,551.5665283203 pc / cm3,169.6223189025,75.9621778312,True,40.0 pc / cm3,40.28854658096644 pc / cm3,471.27798173933354 pc / cm3,0.4171697624222159
189,706.4418334961 pc / cm3,278.8979551069,4.6987765067,False,40.0 pc / cm3,346.89279343436834 pc / cm3,319.54904006173166 pc / cm3,0.2522417617272991
190,674.4962768555 pc / cm3,220.6310444549,79.4331052321,True,40.0 pc / cm3,42.290232057996 pc / cm3,592.206044797504 pc / cm3,0.5460719724191998
191,350.1881103516 pc / cm3,165.2756821836,78.4449637223,True,40.0 pc / cm3,42.37998935693374 pc / cm3,267.8081209946663 pc / cm3,0.19467359450279215
192,655.0863037109 pc / cm3,110.1482830357,8.3866685409,False,40.0 pc / cm3,110.71786370300677 pc / cm3,504.36844000789324 pc / cm3,0.45260370529701716
193,968.8807373047 pc / cm3,120.8370489461,26.109864613,True,40.0 pc / cm3,60.25549399540085 pc / cm3,868.6252433092992 pc / cm3,0.83742168034947
194,397.0955200195 pc / cm3,265.1504415899,59.9153244921,True,40.0 pc / cm3,45.280185832672984 pc / cm3,311.815334186827 pc / cm3,0.24369069620828968
195,379.7074279785 pc / cm3,354.2611767856,27.9795944625,True,40.0 pc / cm3,46.84504891121699 pc / cm3,292.862379067283 pc / cm3,0.22265797349770233
196,100.2848205566 pc / cm3,275.2265574488,28.7653738661,True,40.0 pc / cm3,79.74262476898494 pc / cm3,0,
197,677.731262207 pc / cm3,194.0886573277,26.2594615049,True,40.0 pc / cm3,19.89465348653213 pc / cm3,617.8366087204679 pc / cm3,0.5732208475002346
198,688.6493530273 pc / cm3,148.8415254071,10.915463298,True,40.0 pc / cm3,39.037887598495814 pc / cm3,609.6114654288042 pc / cm3,0.5645134581343657
199,637.2938232422 pc / cm3,354.108007985,37.6076681956,False,40.0 pc / cm3,62.27707374509685 pc / cm3,535.0167494971032 pc / cm3,0.485303590942919
200,437.9373474121 pc / cm3,347.8239928037,61.1304731613,False,40.0 pc / cm3,230.16511183871114 pc / cm3,167.77223557338885 pc / cm3,0.080364243263255
201,56.6123962402 pc / cm3,97.1950756914,47.0029072743,True,40.0 pc / cm3,87.3206695120937 pc / cm3,0,
202,1271.3526611328 pc / cm3,209.5781262333,39.6926539006,True,40.0 pc / cm3,27.025317582685886 pc / cm3,1204.3273435501142 pc / cm3,1.190479453732743
203,276.9963684082 pc / cm3,214.2318257234,21.2241688704,True,40.0 pc / cm3,21.639582453500882 pc / cm3,215.35678595469912 pc / cm3,0.13531449703370124
204,587.5557861328 pc / cm3,161.7612473628,42.4355267329,True,40.0 pc / cm3,31.11643787015293 pc / cm3,516.4393482626471 pc / cm3,0.46549526941239205
205,805.5135498047 pc / cm3,120.8370489461,44.4405373045,True,40.0 pc / cm3,53.192262248629504 pc / cm3,712.3212875560705 pc / cm3,0.6729793385912971
206,541.8615112305 pc / cm3,248.9765551207,27.9954148317,True,40.0 pc / cm3,36.62884452991777 pc / cm3,465.23266670058223 pc / cm3,0.41068016186817313
207,605.7526855469 pc / cm3,117.4591406438,38.1183940767,True,40.0 pc / cm3,59.49555514385802 pc / cm3,506.25713040304197 pc / cm3,0.45462193797598954
208,981.8207397461 pc / cm3,192.7293061654,38.8422124098,True,40.0 pc / cm3,20.08569872029246 pc / cm3,921.7350410258075 pc / cm3,0.8932559278770569
209,224.8320922852 pc / cm3,345.7397136562,27.1583345541,True,40.0 pc / cm3,49.17419786763145 pc / cm3,135.65789441756854 pc / cm3,0.04255421246791795
210,1011.3400268555 pc / cm3,350.834270546,42.7718336545,False,40.0 pc / cm3,80.50187236629728 pc / cm3,890.8381544892027 pc / cm3,0.8607729640578211
211,532.1565551758 pc / cm3,271.6131179978,50.1947810079,True,40.0 pc / cm3,51.381245154081235 pc / cm3,440.7753100217188 pc / cm3,0.3843689259265197
212,147.1922302246 pc / cm3,70.2837359741,30.855262268,False,40.0 pc / cm3,113.87541490578965 pc / cm3,0,
213,860.1040649414 pc / cm3,141.1544377485,6.944618004,True,40.0 pc / cm3,45.133352924457434 pc / cm3,774.9707120169426 pc / cm3,0.7389407556703153
214,1882.3621826172 pc / cm3,231.8524026165,44.3874389603,True,40.0 pc / cm3,28.52159098485533 pc / cm3,1813.8405916323447 pc / cm3,1.83722422335032
215,182.7771759033 pc / cm3,97.7161460157,45.4575447255,True,40.0 pc / cm3,88.50158365670774 pc / cm3,54.275592246592254 pc / cm3,
216,366.3630981445 pc / cm3,172.3932963236,0.7692745549,True,40.0 pc / cm3,33.37536439062894 pc / cm3,292.98773375387105 pc / cm3,0.22279745708984466
217,1193.6763916016 pc / cm3,265.6321141903,49.0242264337,True,40.0 pc / cm3,46.70764021588768 pc / cm3,1106.9687513857123 pc / cm3,1.0881156563638716
218,270.1220092773 pc / cm3,254.8278917525,80.8625205443,True,40.0 pc / cm3,47.59884663342771 pc / cm3,182.52316264387227 pc / cm3,0.09752563103181246
219,894.4758911133 pc / cm3,211.0571765977,58.7665893812,True,40.0 pc / cm3,32.152759734383174 pc / cm3,822.3231313789169 pc / cm3,0.7887435804527685
220,157.3015899658 pc / cm3,265.6695190056,33.2233123167,True,40.0 pc / cm3,54.2308404968631 pc / cm3,63.07074946893689 pc / cm3,
221,483.6316223145 pc / cm3,17.2220692341,53.6907568977,False,40.0 pc / cm3,129.0440985323695 pc / cm3,314.5875237821305 pc / cm3,0.24675789096789147
222,448.0466918945 pc / cm3,34.1069737677,29.4431403223,True,40.0 pc / cm3,52.6550397190828 pc / cm3,355.39165217541716 pc / cm3,0.29165693819777955
223,717.7643432617 pc / cm3,202.7179109284,57.1998165621,True,40.0 pc / cm3,30.886998573043776 pc / cm3,646.8773446886562 pc / cm3,0.6039304102351284
224,401.1392822266 pc / cm3,353.5229865548,39.256871586,False,40.0 pc / cm3,66.75124082811418 pc / cm3,294.3880413984858 pc / cm3,0.22435523766959947
225,427.0192260742 pc / cm3,110.7836836265,26.2594615049,True,40.0 pc / cm3,79.38892591321056 pc / cm3,307.63030016098946 pc / cm3,0.23905596310321073
226,938.1483154297 pc / cm3,220.4271965711,33.7456494112,True,40.0 pc / cm3,22.057240419373638 pc / cm3,876.0910750103263 pc / cm3,0.8452700643624692
227,587.1514282227 pc / cm3,188.8276453517,58.7781067943,True,40.0 pc / cm3,31.409889193637333 pc / cm3,515.7415390290627 pc / cm3,0.4647504807666665
228,847.9728393555 pc / cm3,107.056200456,23.5541914408,True,40.0 pc / cm3,94.63491032663207 pc / cm3,713.337929028868 pc / cm3,0.6740506239764181
229,616.266418457 pc / cm3,164.169647378,79.0068007848,True,40.0 pc / cm3,42.902848648726746 pc / cm3,533.3635698082733 pc / cm3,0.48354237347079027
230,754.5623779297 pc / cm3,189.0373434664,36.4472458324,True,40.0 pc / cm3,19.930914557038342 pc / cm3,694.6314633726616 pc / cm3,0.6543328210608998
231,865.3609619141 pc / cm3,145.4415099837,36.1050842187,True,40.0 pc / cm3,37.86404088288693 pc / cm3,787.4969210312131 pc / cm3,0.7521183999487153
232,385.3686828613 pc / cm3,111.9315923015,44.7596440626,True,40.0 pc / cm3,63.17223691171425 pc / cm3,282.1964459495857 pc / cm3,0.21077096179786198
233,1430.2718505859 pc / cm3,202.2994514242,68.3727815403,True,40.0 pc / cm3,34.70615297538349 pc / cm3,1355.5656976105165 pc / cm3,1.3496770130074065
234,360.7018432617 pc / cm3,335.2294032427,73.2657872555,False,40.0 pc / cm3,98.83427626398252 pc / cm3,221.86756699771746 pc / cm3,0.14274607971395667
235,163.3672027588 pc / cm3,163.6864850924,28.7862579117,True,40.0 pc / cm3,29.554534060663148 pc / cm3,93.81266869813686 pc / cm3,
236,1636.5026855469 pc / cm3,130.2564227535,82.0502653234,True,40.0 pc / cm3,49.76374498954981 pc / cm3,1546.7389405573501 pc / cm3,1.5518191729842317
237,608.9876708984 pc / cm3,37.5220752838,75.0672900414,False,40.0 pc / cm3,98.26147449032834 pc / cm3,470.72619640807164 pc / cm3,0.4165776436892022
238,433.4892272949 pc / cm3,208.3248062419,8.888954448,True,40.0 pc / cm3,24.238165597275405 pc / cm3,369.2510616976246 pc / cm3,0.30681056472031404
239,2900.9809570312 pc / cm3,224.8226055097,1.2490343564,True,40.0 pc / cm3,30.31407165153148 pc / cm3,2830.6668853796687 pc / cm3,2.9812800462200677
240,309.3463134766 pc / cm3,257.7733098757,57.9247284629,True,40.0 pc / cm3,41.57775761795323 pc / cm3,227.76855585864678 pc / cm3,0.14946515854088113
241,46.9074134827 pc / cm3,197.7185557567,52.0885717348,True,40.0 pc / cm3,29.413604479615405 pc / cm3,0,
242,2073.2268066406 pc / cm3,242.5453138907,68.8108910039,True,40.0 pc / cm3,39.24669591449266 pc / cm3,1993.9801107261073 pc / cm3,2.032447954044382
243,1230.5108642578 pc / cm3,247.48478733,46.3104799843,True,40.0 pc / cm3,37.34382738776466 pc / cm3,1153.1670368700354 pc / cm3,1.1366885199685242
244,315.4119262695 pc / cm3,233.1084904803,70.855701433,True,40.0 pc / cm3,38.37464723640092 pc / cm3,237.03727903309908 pc / cm3,0.15998828265296022
245,1824.5367431641 pc / cm3,248.8851472482,41.2542283474,True,40.0 pc / cm3,36.53213152369935 pc / cm3,1748.0046116404008 pc / cm3,1.7664729688527838
246,509.5115661621 pc / cm3,3.3291190187,23.7210103563,True,40.0 pc / cm3,41.532110702312714 pc / cm3,427.9794554597873 pc / cm3,0.3705644861968375
247,1151.6579589844 pc / cm3,321.5380534355,39.2920062501,False,40.0 pc / cm3,157.48145312754446 pc / cm3,954.1765058568556 pc / cm3,0.9273698054129244
248,405.9917602539 pc / cm3,163.6347832675,39.5682977468,True,40.0 pc / cm3,29.547583563318728 pc / cm3,336.4441766905813 pc / cm3,0.2708634523975608
249,916.3120727539 pc / cm3,291.3264423496,74.5617583375,False,40.0 pc / cm3,59.06760988592046 pc / cm3,817.2444628679796 pc / cm3,0.7834034641055438
250,216.7446136475 pc / cm3,142.4846062663,61.3628766836,True,40.0 pc / cm3,40.08105683405268 pc / cm3,136.66355681344731 pc / cm3,0.04374824973767909
251,319.8600463867 pc / cm3,285.9612457904,29.0208617148,False,40.0 pc / cm3,145.1355617459881 pc / cm3,134.7244846407119 pc / cm3,0.041445353161244126
252,718.1687011719 pc / cm3,130.7774334599,27.5252813398,True,40.0 pc / cm3,50.4101737644203 pc / cm3,627.7585274074797 pc / cm3,0.5837186424037939
253,530.5390625 pc / cm3,129.0989604378,59.0711745454,True,40.0 pc / cm3,45.324103128885184 pc / cm3,445.2149593711148 pc / cm3,0.3891521124277751
254,689.0537719727 pc / cm3,173.270030884,27.9955137104,True,40.0 pc / cm3,21.520468673896456 pc / cm3,627.5333032988036 pc / cm3,0.583480414590218
255,845.9509887695 pc / cm3,186.5161302727,28.6232641919,True,40.0 pc / cm3,19.793450286768635 pc / cm3,786.1575384827313 pc / cm3,0.7507094917428079
256,199.3565216064 pc / cm3,214.7600790697,44.7530997977,True,40.0 pc / cm3,29.66499484854521 pc / cm3,129.6915267578548 pc / cm3,0.035456125960471783
257,454.5166931152 pc / cm3,113.4097441208,45.108631374,True,40.0 pc / cm3,61.067904426713056 pc / cm3,353.44878868848696 pc / cm3,0.28952895856635225
258,477.1616516113 pc / cm3,1.2460625561,44.8430640172,False,40.0 pc / cm3,80.9241377897518 pc / cm3,356.2375138215482 pc / cm3,0.2925831053812258
259,538.6265258789 pc / cm3,156.324703155,45.108631374,True,40.0 pc / cm3,33.9106836631496 pc / cm3,464.7158422157504 pc / cm3,0.41012510778987354
260,489.6972351074 pc / cm3,206.2952722339,27.7658475918,True,40.0 pc / cm3,22.48953835572156 pc / cm3,427.20769675167844 pc / cm3,0.36973099546794996
261,286.2969970703 pc / cm3,260.334807825,19.8351284796,True,40.0 pc / cm3,56.83931451083852 pc / cm3,189.4576825594615 pc / cm3,0.10555225770463883
262,1311.7901611328 pc / cm3,152.1093226822,34.5068530825,True,40.0 pc / cm3,35.098398551970824 pc / cm3,1236.6917625808292 pc / cm3,1.2245169580605593
263,74.0004882812 pc / cm3,244.464085661,0.0,True,40.0 pc / cm3,49.87238569631696 pc / cm3,0,
264,226.045211792 pc / cm3,258.5928715246,24.6328067795,True,40.0 pc / cm3,49.80370431874173 pc / cm3,136.24150747325828 pc / cm3,0.04324722831047819
265,1107.5811767578 pc / cm3,137.2140326287,40.3920885194,True,40.0 pc / cm3,41.87372076404876 pc / cm3,1025.7074559937512 pc / cm3,1.0026320072084347
266,331.5869140625 pc / cm3,228.063735234,36.8116761551,True,40.0 pc / cm3,23.833087601888447 pc / cm3,267.75382646061155 pc / cm3,0.194612711084834
267,1043.2856445312 pc / cm3,17.3377011847,4.1577260782,True,40.0 pc / cm3,33.31202888167426 pc / cm3,969.9736156495258 pc / cm3,0.9439850114316071
268,521.2384643555 pc / cm3,202.7828443184,42.7712258573,True,40.0 pc / cm3,25.746479493085104 pc / cm3,455.49198486241494 pc / cm3,0.40021225428608215
269,385.3686828613 pc / cm3,290.0416004195,32.4560302035,False,40.0 pc / cm3,165.5690898220642 pc / cm3,179.7995930392358 pc / cm3,0.094366080174842
270,633.2501220703 pc / cm3,254.7122795714,55.1466483629,True,40.0 pc / cm3,40.15238677910268 pc / cm3,553.0977352911973 pc / cm3,0.5045482427904352
271,379.7074279785 pc / cm3,101.796469448,73.7974978234,True,40.0 pc / cm3,58.592212457899166 pc / cm3,281.1152155206008 pc / cm3,0.209563812856984
272,899.3283691406 pc / cm3,218.8558324217,42.0121922729,True,40.0 pc / cm3,25.101214357915 pc / cm3,834.227154782685 pc / cm3,0.8012595440406827
273,559.2496337891 pc / cm3,130.8329631919,40.8600492523,True,40.0 pc / cm3,45.87007096852074 pc / cm3,473.3795628205793 pc / cm3,0.41942456545935414
274,1119.3079833984 pc / cm3,197.3300107978,18.7099684128,True,40.0 pc / cm3,24.170276988103872 pc / cm3,1055.137706410296 pc / cm3,1.033602387498132
275,375.2593078613 pc / cm3,158.2666453765,66.6852503944,True,40.0 pc / cm3,37.50875392876423 pc / cm3,297.75055393253575 pc / cm3,0.22809331236083824
276,886.7927856445 pc / cm3,271.9400432458,50.1785792404,True,40.0 pc / cm3,51.72711777030613 pc / cm3,795.0656678741939 pc / cm3,0.7600794946044167
277,602.11328125 pc / cm3,225.3746898496,27.9725673559,True,40.0 pc / cm3,22.36814430491096 pc / cm3,539.745136945089 pc / cm3,0.49033943188528495
278,453.3035583496 pc / cm3,239.0602901336,20.9497739657,True,40.0 pc / cm3,29.480785096457467 pc / cm3,383.82277325314254 pc / cm3,0.3226954448995359
279,899.7327270508 pc / cm3,281.7202558298,79.617875852,True,40.0 pc / cm3,53.70591937560631 pc / cm3,806.0268076751937 pc / cm3,0.7716073635144675
280,326.3300476074 pc / cm3,142.4846062663,31.6345761637,True,40.0 pc / cm3,39.30695678132885 pc / cm3,247.02309082607115 pc / cm3,0.1712853015367125
281,380.1118164062 pc / cm3,269.3321529435,16.6547344392,True,40.0 pc / cm3,86.9749126896102 pc / cm3,253.13690371658976 pc / cm3,0.178182083020319
282,642.1463623047 pc / cm3,168.6109410304,22.0345489459,True,40.0 pc / cm3,28.505389637240533 pc / cm3,573.6409726674594 pc / cm3,0.5263764053022154
283,1531.3653564453 pc / cm3,261.8450179745,73.2982159575,True,40.0 pc / cm3,46.01766777784726 pc / cm3,1445.3476886674528 pc / cm3,1.4444443826665956
284,476.7572631836 pc / cm3,147.5184526655,58.699405888,True,40.0 pc / cm3,38.0440430189415 pc / cm3,398.7132201646585 pc / cm3,0.3388806173480719
285,362.7237243652 pc / cm3,204.8612694874,-4.8517306607,True,40.0 pc / cm3,30.23873229305507 pc / cm3,292.4849920721449 pc / cm3,0.22223802407667387
286,383.3468017578 pc / cm3,130.9519844983,17.3583872355,True,40.0 pc / cm3,50.46013538746549 pc / cm3,292.8866663703345 pc / cm3,0.22268499871857977
287,3966.1027832031 pc / cm3,277.1092257128,40.749613489,True,40.0 pc / cm3,65.2817387764668 pc / cm3,3860.8210444266333 pc / cm3,4.300991452277436
288,92.1973342896 pc / cm3,340.3923606621,35.7401574643,False,40.0 pc / cm3,69.02262867799092 pc / cm3,0,
289,1320.6864013672 pc / cm3,345.7397136562,19.6045814788,True,40.0 pc / cm3,42.3986841886381 pc / cm3,1238.287717178562 pc / cm3,1.2261957022299284
290,477.1616516113 pc / cm3,128.512234516,29.9894835094,True,40.0 pc / cm3,52.00556864532867 pc / cm3,385.15608296597134 pc / cm3,0.32414658223076664
291,234.1327056885 pc / cm3,117.8795570551,62.7237710478,True,40.0 pc / cm3,51.51212796980236 pc / cm3,142.62057771869766 pc / cm3,0.050807276973218345
292,453.3035583496 pc / cm3,196.2285146077,63.4661042978,True,40.0 pc / cm3,32.683524211581634 pc / cm3,380.62003413801835 pc / cm3,0.31920810531021643
293,368.3849487305 pc / cm3,175.3877539733,53.692159649,True,40.0 pc / cm3,31.17874149923945 pc / cm3,297.2062072312606 pc / cm3,0.2274884132463625
294,335.2262573242 pc / cm3,148.1025612521,42.2675336728,True,40.0 pc / cm3,36.464523833537825 pc / cm3,258.76173349066215 pc / cm3,0.18451440288559634
295,2685.0451660156 pc / cm3,204.10901552,29.0148714809,True,40.0 pc / cm3,23.428664227323548 pc / cm3,2621.6165017882763 pc / cm3,2.7366741689982685
296,423.7842407227 pc / cm3,118.4267265486,48.2701326552,True,40.0 pc / cm3,54.214065281067086 pc / cm3,329.57017544163295 pc / cm3,0.2632964976935815
297,218.7664794922 pc / cm3,168.2596683451,72.4779906889,True,40.0 pc / cm3,38.48257614766696 pc / cm3,140.28390334453303 pc / cm3,0.04804113044187995
298,427.423614502 pc / cm3,217.1792533383,48.2561452133,True,40.0 pc / cm3,30.33586160357799 pc / cm3,357.087752898422 pc / cm3,0.29351389079335044
299,603.7307739258 pc / cm3,149.4645755415,70.4148192221,True,40.0 pc / cm3,40.66976204280451 pc / cm3,523.0610118829954 pc / cm3,0.4725599982326508
300,536.604675293 pc / cm3,264.0985749457,67.9879212387,True,40.0 pc / cm3,45.55803987221413 pc / cm3,451.0466354207859 pc / cm3,0.3954302086347321
301,884.7708740234 pc / cm3,163.6815123508,41.61528674,True,40.0 pc / cm3,29.961720976389547 pc / cm3,814.8091530470105 pc / cm3,0.7808426944198373
302,837.8634643555 pc / cm3,167.4795679349,70.7884219903,True,40.0 pc / cm3,37.73154477721321 pc / cm3,760.1319195782868 pc / cm3,0.7233263529674466
303,33.1586914062 pc / cm3,237.3020643185,66.5853748009,True,40.0 pc / cm3,37.392875213431395 pc / cm3,0,
304,320.6687927246 pc / cm3,252.2578464379,50.9834598171,True,40.0 pc / cm3,39.085601085270774 pc / cm3,241.58319163932921 pc / cm3,0.1651361707348092
305,674.9006347656 pc / cm3,122.5042793875,25.0699108094,True,40.0 pc / cm3,59.729245293990544 pc / cm3,575.1713894716095 pc / cm3,0.528001072861954
306,837.4591064453 pc / cm3,273.2240505926,22.6895860441,True,40.0 pc / cm3,87.33093020056948 pc / cm3,710.1281762447305 pc / cm3,0.6706682288706652
307,5740.4970703125 pc / cm3,100.9991239296,18.4484716931,False,40.0 pc / cm3,132.1254202961974 pc / cm3,5568.371650016303 pc / cm3,
308,2654.3127441406 pc / cm3,186.0703299199,0.0,True,40.0 pc / cm3,31.083192051128588 pc / cm3,2583.2295520894713 pc / cm3,2.6923499776014626
