event_id,dm,RA,Dec,DMhalo,DMISM,DM_Cosm,z
2662,659.9387817383 pc / cm3,335.2626974273,19.3311239822,40.0 pc / cm3,75.0 pc / cm3,444.9387817383 pc / cm3,0.4958681820313433
2663,1520.447265625 pc / cm3,17.9387382709,31.0931831035,40.0 pc / cm3,75.0 pc / cm3,1305.447265625 pc / cm3,1.402296960826225
2664,1378.1075439453 pc / cm3,175.2407647603,64.9513307696,40.0 pc / cm3,75.0 pc / cm3,1163.1075439453 pc / cm3,1.252307378254971
2665,692.2887573242 pc / cm3,330.1320958135,30.3510762421,40.0 pc / cm3,75.0 pc / cm3,477.2887573242 pc / cm3,0.5302485162457047
2666,445.2160644531 pc / cm3,159.8208751999,46.0932393819,40.0 pc / cm3,75.0 pc / cm3,230.2160644531 pc / cm3,0.2640080449729552
2667,1977.7945556641 pc / cm3,16.1486371613,60.584175044,40.0 pc / cm3,75.0 pc / cm3,1762.7945556641 pc / cm3,1.8900303709300883
2668,1145.1879882812 pc / cm3,16.1486371613,48.2142308988,40.0 pc / cm3,75.0 pc / cm3,930.1879882812 pc / cm3,1.007348080237109
2669,650.2338256836 pc / cm3,139.1440012348,62.4384064649,40.0 pc / cm3,75.0 pc / cm3,435.2338256836 pc / cm3,0.48553483250885004
2670,1067.9523925781 pc / cm3,211.2020494099,72.7194608493,40.0 pc / cm3,75.0 pc / cm3,852.9523925781 pc / cm3,0.926082411709237
2671,480.800994873 pc / cm3,286.9826940554,56.2782030855,40.0 pc / cm3,75.0 pc / cm3,265.800994873 pc / cm3,0.3030425605667646
2672,389.8168029785 pc / cm3,65.4840487585,36.5303368826,40.0 pc / cm3,75.0 pc / cm3,174.8168029785 pc / cm3,0.20252387936625288
2673,329.9693908691 pc / cm3,320.9020099269,5.2424472627,40.0 pc / cm3,75.0 pc / cm3,114.96939086909998 pc / cm3,0.13487170026883005
2674,1041.6680908203 pc / cm3,108.1657389501,52.3309685119,40.0 pc / cm3,75.0 pc / cm3,826.6680908203 pc / cm3,0.8984427266874883
2675,913.8858642578 pc / cm3,135.5169734544,45.8721647067,40.0 pc / cm3,75.0 pc / cm3,698.8858642578 pc / cm3,0.7640973953793665
2676,888.0059204102 pc / cm3,157.7010344131,53.200609834,40.0 pc / cm3,75.0 pc / cm3,673.0059204102 pc / cm3,0.7368735230197079
2677,391.8386535645 pc / cm3,78.9739878556,26.1875997859,40.0 pc / cm3,75.0 pc / cm3,176.83865356450002 pc / cm3,0.20478527019335338
2678,579.4683227539 pc / cm3,5.2880623504,71.9124134381,40.0 pc / cm3,75.0 pc / cm3,364.4683227539 pc / cm3,0.4098592654337392
2679,276.592010498 pc / cm3,14.5645479134,77.0743670457,40.0 pc / cm3,75.0 pc / cm3,61.59201049799998 pc / cm3,0.07313719477137187
2680,378.0899353027 pc / cm3,115.31105564,81.2305934706,40.0 pc / cm3,75.0 pc / cm3,163.08993530269998 pc / cm3,0.18937881465150114
2681,324.3081665039 pc / cm3,169.6792981961,57.9652826783,40.0 pc / cm3,75.0 pc / cm3,109.3081665039 pc / cm3,0.1283928659327178
2682,913.8858642578 pc / cm3,60.5220006248,47.0956338897,40.0 pc / cm3,75.0 pc / cm3,698.8858642578 pc / cm3,0.7640973953793665
2683,536.604675293 pc / cm3,113.9297390266,26.2729204526,40.0 pc / cm3,75.0 pc / cm3,321.604675293 pc / cm3,0.3636766267820094
2684,983.842590332 pc / cm3,224.7544051266,26.6286410046,40.0 pc / cm3,75.0 pc / cm3,768.842590332 pc / cm3,0.8376501643913317
2685,1119.7124023438 pc / cm3,204.6118205616,87.6467318385,40.0 pc / cm3,75.0 pc / cm3,904.7124023438 pc / cm3,0.980534047184712
2686,671.2612915039 pc / cm3,233.4874217355,3.0556797304,40.0 pc / cm3,75.0 pc / cm3,456.2612915039 pc / cm3,0.5079121516775902
2687,199.3565216064 pc / cm3,179.1856284956,4.8598980076,40.0 pc / cm3,75.0 pc / cm3,-15.643478393599992 pc / cm3,
2688,220.7883453369 pc / cm3,67.1778040788,74.4372531401,40.0 pc / cm3,75.0 pc / cm3,5.788345336899994 pc / cm3,0.006763398061765231
2689,367.1718444824 pc / cm3,171.7982018493,36.4835346733,40.0 pc / cm3,75.0 pc / cm3,152.1718444824 pc / cm3,0.17709441013313695
2690,719.7861938477 pc / cm3,39.7466446517,64.1294485256,40.0 pc / cm3,75.0 pc / cm3,504.7861938477 pc / cm3,0.5594031333221321
2691,775.1854858398 pc / cm3,117.1342279271,-6.4204838704,40.0 pc / cm3,75.0 pc / cm3,560.1854858398 pc / cm3,0.6179874523692648
2692,551.9708862305 pc / cm3,145.338354915,48.7966416364,40.0 pc / cm3,75.0 pc / cm3,336.9708862305 pc / cm3,0.38026753265202523
2693,373.6418151855 pc / cm3,23.0915518551,16.0763467142,40.0 pc / cm3,75.0 pc / cm3,158.64181518549998 pc / cm3,0.18437952547271205
2694,1145.1879882812 pc / cm3,121.2199522328,26.2729204526,40.0 pc / cm3,75.0 pc / cm3,930.1879882812 pc / cm3,1.007348080237109
2695,300.8544616699 pc / cm3,355.9307312754,58.7595246444,40.0 pc / cm3,75.0 pc / cm3,85.85446166989999 pc / cm3,0.10138475525073261
2696,274.5701293945 pc / cm3,207.9549557493,62.9749011737,40.0 pc / cm3,75.0 pc / cm3,59.570129394499986 pc / cm3,0.07076793899309697
2697,375.2593078613 pc / cm3,297.9776813119,43.581787283,40.0 pc / cm3,75.0 pc / cm3,160.2593078613 pc / cm3,0.18619830405570878
2698,205.0177612305 pc / cm3,72.8044816905,41.0272431259,40.0 pc / cm3,75.0 pc / cm3,-9.982238769499986 pc / cm3,
2699,503.041595459 pc / cm3,92.6796888795,39.6453491176,40.0 pc / cm3,75.0 pc / cm3,288.041595459 pc / cm3,0.32728579759240123
2700,1180.7728271484 pc / cm3,87.9006250632,21.1600852885,40.0 pc / cm3,75.0 pc / cm3,965.7728271484 pc / cm3,1.0447904775487458
2701,298.8325805664 pc / cm3,294.5203861402,17.3667858877,40.0 pc / cm3,75.0 pc / cm3,83.8325805664 pc / cm3,0.09904322773306681
2702,435.1067199707 pc / cm3,261.5463792667,15.9725208892,40.0 pc / cm3,75.0 pc / cm3,220.1067199707 pc / cm3,0.25285770798456625
2703,426.6148681641 pc / cm3,66.1389240476,86.4212720575,40.0 pc / cm3,75.0 pc / cm3,211.61486816410002 pc / cm3,0.24346880952875674
2704,923.5908203125 pc / cm3,254.3621011871,82.8852214759,40.0 pc / cm3,75.0 pc / cm3,708.5908203125 pc / cm3,0.7743037186642677
2705,1399.5393066406 pc / cm3,175.8624990427,83.5623891209,40.0 pc / cm3,75.0 pc / cm3,1184.5393066406 pc / cm3,1.2748622280478008
2706,693.90625 pc / cm3,292.2950178248,72.3952783176,40.0 pc / cm3,75.0 pc / cm3,478.90625 pc / cm3,0.5319651261090214
2707,334.0131530762 pc / cm3,347.0511982002,41.6512397189,40.0 pc / cm3,75.0 pc / cm3,119.01315307620001 pc / cm3,0.13949035274997734
2708,1401.1568603516 pc / cm3,87.5534383213,23.8465919261,40.0 pc / cm3,75.0 pc / cm3,1186.1568603516 pc / cm3,1.2765648697963454
2709,1133.4610595703 pc / cm3,68.6891465442,74.464877514,40.0 pc / cm3,75.0 pc / cm3,918.4610595703 pc / cm3,0.9950041812015821
2710,888.0059204102 pc / cm3,328.0629124474,23.1257176554,40.0 pc / cm3,75.0 pc / cm3,673.0059204102 pc / cm3,0.7368735230197079
2711,359.8930969238 pc / cm3,272.1442779324,67.4181722043,40.0 pc / cm3,75.0 pc / cm3,144.8930969238 pc / cm3,0.16887903416770952
2712,348.9750061035 pc / cm3,278.0285616874,48.4295721333,40.0 pc / cm3,75.0 pc / cm3,133.9750061035 pc / cm3,0.15651562913265077
2713,526.8996582031 pc / cm3,70.5173565348,36.5205158366,40.0 pc / cm3,75.0 pc / cm3,311.8996582031 pc / cm3,0.3531763214281556
2714,625.9713745117 pc / cm3,337.6878196441,39.6628285847,40.0 pc / cm3,75.0 pc / cm3,410.9713745117 pc / cm3,0.4596576668051098
2715,925.6127319336 pc / cm3,138.7960911387,20.4966095125,40.0 pc / cm3,75.0 pc / cm3,710.6127319336 pc / cm3,0.7764299365277391
2716,719.3818359375 pc / cm3,149.6129088661,65.1252844315,40.0 pc / cm3,75.0 pc / cm3,504.3818359375 pc / cm3,0.558974814215898
2717,325.1169128418 pc / cm3,116.0300811345,55.5080967356,40.0 pc / cm3,75.0 pc / cm3,110.1169128418 pc / cm3,0.12931933926090342
2718,525.2821655273 pc / cm3,31.9829653409,40.245365881,40.0 pc / cm3,75.0 pc / cm3,310.2821655273 pc / cm3,0.3514245720397895
2719,340.887512207 pc / cm3,150.793665391,75.297687798,40.0 pc / cm3,75.0 pc / cm3,125.88751220699999 pc / cm3,0.14732500627799192
2720,1521.6604003906 pc / cm3,108.1975484212,60.5891410277,40.0 pc / cm3,75.0 pc / cm3,1306.6604003906 pc / cm3,1.4035776314990607
2721,896.4977416992 pc / cm3,292.8174119625,40.6620012049,40.0 pc / cm3,75.0 pc / cm3,681.4977416992 pc / cm3,0.745807574937688
2722,1538.6440429688 pc / cm3,18.9790697746,56.8147300707,40.0 pc / cm3,75.0 pc / cm3,1323.6440429688 pc / cm3,1.4215117987314176
2723,905.7707519531 pc / cm3,280.462698712,43.0020458533,40.0 pc / cm3,75.0 pc / cm3,690.7707519531 pc / cm3,0.7555620489195871
2724,264.0563964844 pc / cm3,335.0096506953,58.7595246444,40.0 pc / cm3,75.0 pc / cm3,49.05639648440001 pc / cm3,0.05840768346654274
2725,636.889465332 pc / cm3,23.361673708,82.4651439644,40.0 pc / cm3,75.0 pc / cm3,421.889465332 pc / cm3,0.47131041807761176
2726,1376.4899902344 pc / cm3,113.4097441208,22.1942137412,40.0 pc / cm3,75.0 pc / cm3,1161.4899902344 pc / cm3,1.2506053640208328
2727,1247.0902099609 pc / cm3,50.7730985972,70.6519462096,40.0 pc / cm3,75.0 pc / cm3,1032.0902099609 pc / cm3,1.1145291793731802
2728,1027.1105957031 pc / cm3,144.1751884882,83.8198283605,40.0 pc / cm3,75.0 pc / cm3,812.1105957031 pc / cm3,0.8831368824369658
2729,443.1942138672 pc / cm3,292.0326585408,55.9748358299,40.0 pc / cm3,75.0 pc / cm3,228.1942138672 pc / cm3,0.2617802807591354
2730,104.7329330444 pc / cm3,221.8957998851,77.2636952901,40.0 pc / cm3,75.0 pc / cm3,0,
2731,363.9368286133 pc / cm3,87.0912812023,83.4933441326,40.0 pc / cm3,75.0 pc / cm3,148.9368286133 pc / cm3,0.1734457115728314
2732,842.716003418 pc / cm3,340.2142065446,0.6409030922,40.0 pc / cm3,75.0 pc / cm3,627.716003418 pc / cm3,0.6891979066628302
2733,217.5533599854 pc / cm3,295.226545503,85.4854317224,40.0 pc / cm3,75.0 pc / cm3,2.553359985399993 pc / cm3,0.0028470246392565887
2734,493.7409973145 pc / cm3,130.8329631919,14.2985893797,40.0 pc / cm3,75.0 pc / cm3,278.7409973145 pc / cm3,0.3171610540310209
2735,423.7842407227 pc / cm3,179.9352483077,12.1884854344,40.0 pc / cm3,75.0 pc / cm3,208.78424072270002 pc / cm3,0.2403344258011757
2736,147.1922302246 pc / cm3,139.3862977016,58.6787093379,40.0 pc / cm3,75.0 pc / cm3,-67.8077697754 pc / cm3,
2737,787.7210693359 pc / cm3,5.6728812816,21.4991167,40.0 pc / cm3,75.0 pc / cm3,572.7210693359 pc / cm3,0.6312203931268745
2738,519.2165527344 pc / cm3,281.2020219813,40.8809047795,40.0 pc / cm3,75.0 pc / cm3,304.2165527344 pc / cm3,0.3448510270645714
2739,566.1239624023 pc / cm3,216.372243084,37.1824974786,40.0 pc / cm3,75.0 pc / cm3,351.1239624023 pc / cm3,0.3955134196849844
2740,653.064453125 pc / cm3,56.9881450641,30.4753300952,40.0 pc / cm3,75.0 pc / cm3,438.064453125 pc / cm3,0.4885497269272296
2741,666.0043945312 pc / cm3,46.2578192367,83.8524069686,40.0 pc / cm3,75.0 pc / cm3,451.0043945312 pc / cm3,0.5023218102316602
2742,900.9458618164 pc / cm3,55.490289837,75.0892460701,40.0 pc / cm3,75.0 pc / cm3,685.9458618164 pc / cm3,0.7504868245142402
2743,955.5363769531 pc / cm3,199.1506729347,68.2614964896,40.0 pc / cm3,75.0 pc / cm3,740.5363769531 pc / cm3,0.8078926916663418
2744,1370.0200195312 pc / cm3,53.3202536845,52.5343905035,40.0 pc / cm3,75.0 pc / cm3,1155.0200195312 pc / cm3,1.2437979570635722
2745,320.6687927246 pc / cm3,195.8233266276,56.2086733861,40.0 pc / cm3,75.0 pc / cm3,105.6687927246 pc / cm3,0.12421985259546954
2746,714.9337158203 pc / cm3,346.9952375633,59.3821629748,40.0 pc / cm3,75.0 pc / cm3,499.9337158203 pc / cm3,0.554262339563327
2747,1135.4829101562 pc / cm3,47.2376844472,61.1148029591,40.0 pc / cm3,75.0 pc / cm3,920.4829101562 pc / cm3,0.9971324007413026
2748,434.702331543 pc / cm3,161.7891387963,74.9289603467,40.0 pc / cm3,75.0 pc / cm3,219.702331543 pc / cm3,0.2524110771056504
2749,498.1890869141 pc / cm3,6.993609306,33.0945098224,40.0 pc / cm3,75.0 pc / cm3,283.1890869141 pc / cm3,0.32200562516512604
2750,363.5324707031 pc / cm3,78.3284143543,76.1856777953,40.0 pc / cm3,75.0 pc / cm3,148.5324707031 pc / cm3,0.17298935618855826
2751,480.3966369629 pc / cm3,259.7583908057,81.2280972791,40.0 pc / cm3,75.0 pc / cm3,265.3966369629 pc / cm3,0.3026007575983551
2752,379.3030700684 pc / cm3,198.0561642217,18.7178641951,40.0 pc / cm3,75.0 pc / cm3,164.30307006840002 pc / cm3,0.19074098787114072
2753,485.2491149902 pc / cm3,257.7131981214,39.6453034475,40.0 pc / cm3,75.0 pc / cm3,270.2491149902 pc / cm3,0.30790008009975756
2754,1203.4178466797 pc / cm3,19.7546235515,81.9665710796,40.0 pc / cm3,75.0 pc / cm3,988.4178466797 pc / cm3,1.0686080283677466
2755,357.8712158203 pc / cm3,63.0513212767,45.1577604825,40.0 pc / cm3,75.0 pc / cm3,142.8712158203 pc / cm3,0.16659320807150602
2756,543.0746459961 pc / cm3,103.203973393,42.8586460338,40.0 pc / cm3,75.0 pc / cm3,328.0746459961 pc / cm3,0.37066728324754394
2757,1380.1293945312 pc / cm3,133.3814175313,36.5467647491,40.0 pc / cm3,75.0 pc / cm3,1165.1293945312 pc / cm3,1.2544348568075563
2758,510.7247009277 pc / cm3,254.9186511194,29.4381946107,40.0 pc / cm3,75.0 pc / cm3,295.7247009277 pc / cm3,0.3356359181667744
2759,843.9290771484 pc / cm3,124.376235742,18.7206117319,40.0 pc / cm3,75.0 pc / cm3,628.9290771484 pc / cm3,0.6904755839060998
2760,407.6092529297 pc / cm3,51.2930405386,50.9274318772,40.0 pc / cm3,75.0 pc / cm3,192.6092529297 pc / cm3,0.22237630350011178
2761,1109.1986083984 pc / cm3,261.8807211925,46.680897805,40.0 pc / cm3,75.0 pc / cm3,894.1986083984 pc / cm3,0.9694705666730632
2762,459.3691711426 pc / cm3,110.7367312626,36.6434352964,40.0 pc / cm3,75.0 pc / cm3,244.3691711426 pc / cm3,0.2795717430784731
2763,801.0654296875 pc / cm3,17.5405792686,28.7862579117,40.0 pc / cm3,75.0 pc / cm3,586.0654296875 pc / cm3,0.6452992412928269
2764,1834.2416992188 pc / cm3,195.8696123511,21.8630174074,40.0 pc / cm3,75.0 pc / cm3,1619.2416992188 pc / cm3,1.7356526684399185
2765,490.1016235352 pc / cm3,20.9597036183,71.5023045349,40.0 pc / cm3,75.0 pc / cm3,275.1016235352 pc / cm3,0.3131940497773402
2766,325.9256591797 pc / cm3,225.1757799531,74.0233054045,40.0 pc / cm3,75.0 pc / cm3,110.9256591797 pc / cm3,0.13024550333746016
2767,213.9139862061 pc / cm3,140.6159795914,34.1017312149,40.0 pc / cm3,75.0 pc / cm3,-1.0860137939000083 pc / cm3,
2768,872.6396484375 pc / cm3,29.8930572658,52.5099923738,40.0 pc / cm3,75.0 pc / cm3,657.6396484375 pc / cm3,0.7207033497097265
2769,933.7001953125 pc / cm3,49.6423263705,83.8198283605,40.0 pc / cm3,75.0 pc / cm3,718.7001953125 pc / cm3,0.7849341626371064
2770,1086.5537109375 pc / cm3,156.8287157665,36.5288636336,40.0 pc / cm3,75.0 pc / cm3,871.5537109375 pc / cm3,0.9456470951686174
2771,3966.1027832031 pc / cm3,202.7179109284,79.5623360542,40.0 pc / cm3,75.0 pc / cm3,3751.1027832031 pc / cm3,4.287351254416881
2772,234.5370788574 pc / cm3,29.5488162138,36.5288636336,40.0 pc / cm3,75.0 pc / cm3,19.53707885739999 pc / cm3,0.023318296237857618
2773,469.0741577148 pc / cm3,219.0998327761,60.4894402369,40.0 pc / cm3,75.0 pc / cm3,254.07415771479998 pc / cm3,0.2902140137826074
2774,855.6559448242 pc / cm3,106.7438648274,61.1172471585,40.0 pc / cm3,75.0 pc / cm3,640.6559448242 pc / cm3,0.7028247883223883
2775,879.8378295898 pc / cm3,141.3826840623,79.3189595609,40.0 pc / cm3,75.0 pc / cm3,664.8378295898 pc / cm3,0.7282787353483153
2776,3966.1027832031 pc / cm3,4.0862995343,66.1530013418,40.0 pc / cm3,75.0 pc / cm3,3751.1027832031 pc / cm3,4.287351254416881
2777,642.1463623047 pc / cm3,18.6082526171,85.2616072879,40.0 pc / cm3,75.0 pc / cm3,427.1463623047 pc / cm3,0.476916285895754
2778,567.337097168 pc / cm3,5.3384439848,29.4558339408,40.0 pc / cm3,75.0 pc / cm3,352.337097168 pc / cm3,0.39681872891700604
2779,960.7932739258 pc / cm3,190.1515716872,81.6342005839,40.0 pc / cm3,75.0 pc / cm3,745.7932739258 pc / cm3,0.8134193171593098
2780,758.6061401367 pc / cm3,220.6865083811,66.9324861012,40.0 pc / cm3,75.0 pc / cm3,543.6061401367 pc / cm3,0.6004736813918209
2781,418.9317321777 pc / cm3,100.2658600678,37.2969464301,40.0 pc / cm3,75.0 pc / cm3,203.93173217769998 pc / cm3,0.23495554394181004
2782,173.0721893311 pc / cm3,54.2427674942,78.201213466,40.0 pc / cm3,75.0 pc / cm3,-41.92781066890001 pc / cm3,
2783,1029.1325683594 pc / cm3,66.5578639355,46.7288183662,40.0 pc / cm3,75.0 pc / cm3,814.1325683594 pc / cm3,0.8852627166893393
2784,213.5096130371 pc / cm3,310.1417443904,83.4452232219,40.0 pc / cm3,75.0 pc / cm3,-1.4903869629000042 pc / cm3,
2785,669.6437988281 pc / cm3,261.4577278236,46.115424717,40.0 pc / cm3,75.0 pc / cm3,454.6437988281 pc / cm3,0.5061923373819553
2786,280.2313842773 pc / cm3,235.6935457635,46.3104799843,40.0 pc / cm3,75.0 pc / cm3,65.23138427729998 pc / cm3,0.07739572654365112
2787,752.1361694336 pc / cm3,179.3243144959,68.330388997,40.0 pc / cm3,75.0 pc / cm3,537.1361694336 pc / cm3,0.5936350093673672
2788,992.7388305664 pc / cm3,194.17039124,51.3695818589,40.0 pc / cm3,75.0 pc / cm3,777.7388305664 pc / cm3,0.8470022545062654
2789,376.8768310547 pc / cm3,136.2024097387,43.9199317457,40.0 pc / cm3,75.0 pc / cm3,161.8768310547 pc / cm3,0.1880161321150474
2790,221.1927185059 pc / cm3,197.7185557567,15.2407386566,40.0 pc / cm3,75.0 pc / cm3,6.19271850589999 pc / cm3,0.007252366884256969
2791,249.094543457 pc / cm3,347.3489244367,54.2863667399,40.0 pc / cm3,75.0 pc / cm3,34.094543456999986 pc / cm3,0.040696670876898565
2792,409.6311340332 pc / cm3,67.5282947366,63.8120935636,40.0 pc / cm3,75.0 pc / cm3,194.6311340332 pc / cm3,0.22462560303606005
2793,1046.5206298828 pc / cm3,87.4430620548,87.8949868391,40.0 pc / cm3,75.0 pc / cm3,831.5206298828 pc / cm3,0.9035450491612924
2794,729.4912109375 pc / cm3,92.6796888795,52.4485700859,40.0 pc / cm3,75.0 pc / cm3,514.4912109375 pc / cm3,0.5696798514341666
2795,531.7521362305 pc / cm3,59.1195887711,57.5177361787,40.0 pc / cm3,75.0 pc / cm3,316.7521362305 pc / cm3,0.35842861707030277
2796,211.0833740234 pc / cm3,198.0155992147,85.4136058442,40.0 pc / cm3,75.0 pc / cm3,-3.9166259765999882 pc / cm3,
2797,11485.8466796875 pc / cm3,301.3463463619,69.8514682026,40.0 pc / cm3,75.0 pc / cm3,11270.8466796875 pc / cm3,
2798,408.0136413574 pc / cm3,173.4942634244,23.5541914408,40.0 pc / cm3,75.0 pc / cm3,193.0136413574 pc / cm3,0.2228262833788224
2799,312.176940918 pc / cm3,139.4596277803,26.519267233,40.0 pc / cm3,75.0 pc / cm3,97.17694091800001 pc / cm3,0.11445771253068338
2800,417.3015136719 pc / cm3,19.3442101536,36.3751941087,40.0 pc / cm3,75.0 pc / cm3,202.3015136719 pc / cm3,0.23314686374085458
2801,879.1096801758 pc / cm3,187.9627018471,72.9301611506,40.0 pc / cm3,75.0 pc / cm3,664.1096801758 pc / cm3,0.7275124804924292
2802,1240.6202392578 pc / cm3,195.1302324142,88.3720874852,40.0 pc / cm3,75.0 pc / cm3,1025.6202392578 pc / cm3,1.1077267124308052
2803,756.5842895508 pc / cm3,102.6670830426,71.8944229579,40.0 pc / cm3,75.0 pc / cm3,541.5842895508 pc / cm3,0.5983368666721048
2804,669.6437988281 pc / cm3,38.2941103649,82.1190198268,40.0 pc / cm3,75.0 pc / cm3,454.6437988281 pc / cm3,0.5061923373819553
2805,549.5446166992 pc / cm3,252.9032435883,48.7989781894,40.0 pc / cm3,75.0 pc / cm3,334.5446166992 pc / cm3,0.37765060126220723
2806,954.7276611328 pc / cm3,98.2050823644,45.0750813851,40.0 pc / cm3,75.0 pc / cm3,739.7276611328 pc / cm3,0.8070424683515439
2807,561.271484375 pc / cm3,29.3906284436,51.7391437948,40.0 pc / cm3,75.0 pc / cm3,346.271484375 pc / cm3,0.3902899195008015
2808,29.1149482727 pc / cm3,340.2142065446,74.0602079804,40.0 pc / cm3,75.0 pc / cm3,0,
2809,415.292388916 pc / cm3,279.8685381211,0.7457535226,40.0 pc / cm3,75.0 pc / cm3,200.292388916 pc / cm3,0.2309166607933551
2810,181.1541442871 pc / cm3,208.0470441019,37.1114908525,40.0 pc / cm3,75.0 pc / cm3,-33.845855712900004 pc / cm3,
2811,417.314239502 pc / cm3,90.6777187481,12.1932008037,40.0 pc / cm3,75.0 pc / cm3,202.31423950200002 pc / cm3,0.23316098593165258
2812,664.7913208008 pc / cm3,275.200694822,77.0681259847,40.0 pc / cm3,75.0 pc / cm3,449.7913208008 pc / cm3,0.5010314207314123
2813,393.4561767578 pc / cm3,142.8039138347,13.8024683964,40.0 pc / cm3,75.0 pc / cm3,178.4561767578 pc / cm3,0.206593401031531
2814,378.8986816406 pc / cm3,4.3135057267,37.9735144442,40.0 pc / cm3,75.0 pc / cm3,163.8986816406 pc / cm3,0.19028697962552182
2815,366.7674560547 pc / cm3,91.9317323756,7.1449081961,40.0 pc / cm3,75.0 pc / cm3,151.7674560547 pc / cm3,0.17663853461022525
2816,577.446472168 pc / cm3,336.5992684176,65.1353378878,40.0 pc / cm3,75.0 pc / cm3,362.446472168 pc / cm3,0.4076874056429621
2817,208.657119751 pc / cm3,83.3900627641,76.817253894,40.0 pc / cm3,75.0 pc / cm3,-6.34288024899999 pc / cm3,
2818,361.1062316895 pc / cm3,347.994530671,49.8159328861,40.0 pc / cm3,75.0 pc / cm3,146.10623168950002 pc / cm3,0.17024974495218015
2819,313.390045166 pc / cm3,65.1345573074,37.5511676884,40.0 pc / cm3,75.0 pc / cm3,98.390045166 pc / cm3,0.11585447339287122
2820,491.3147277832 pc / cm3,204.3102696632,43.5832262441,40.0 pc / cm3,75.0 pc / cm3,276.3147277832 pc / cm3,0.314516690502246
2821,547.1184082031 pc / cm3,11.9107843244,50.8678466396,40.0 pc / cm3,75.0 pc / cm3,332.1184082031 pc / cm3,0.37503273673013
2822,450.8773193359 pc / cm3,122.0304726468,86.886680868,40.0 pc / cm3,75.0 pc / cm3,235.87731933589998 pc / cm3,0.27023993421734677
2823,250.3076782227 pc / cm3,172.4863773999,27.1614236975,40.0 pc / cm3,75.0 pc / cm3,35.30767822269999 pc / cm3,0.04213823530978126
2824,88.9623413086 pc / cm3,216.3475169629,7.1906330294,40.0 pc / cm3,75.0 pc / cm3,0,
2825,361.5105895996 pc / cm3,113.0681177522,46.878435664,40.0 pc / cm3,75.0 pc / cm3,146.5105895996 pc / cm3,0.17070649195963428
2826,922.3776855469 pc / cm3,55.9098365243,44.7610385692,40.0 pc / cm3,75.0 pc / cm3,707.3776855469 pc / cm3,0.773027977480153
2827,1052.9906005859 pc / cm3,144.0747114134,48.7914782148,40.0 pc / cm3,75.0 pc / cm3,837.9906005859 pc / cm3,0.9103483532198483
2828,219.1708526611 pc / cm3,138.2845932645,38.0398587436,40.0 pc / cm3,75.0 pc / cm3,4.170852661100014 pc / cm3,0.004806242159498338
2829,201.7827606201 pc / cm3,228.3288050536,61.8555534911,40.0 pc / cm3,75.0 pc / cm3,-13.217239379900008 pc / cm3,
2830,1882.3621826172 pc / cm3,111.6119958481,27.4149020158,40.0 pc / cm3,75.0 pc / cm3,1667.3621826172 pc / cm3,1.7872453724301285
2831,869.0003051758 pc / cm3,287.794667868,50.18573721,40.0 pc / cm3,75.0 pc / cm3,654.0003051758 pc / cm3,0.7168728477774032
2832,645.3813476562 pc / cm3,315.946321287,50.1947810079,40.0 pc / cm3,75.0 pc / cm3,430.3813476562 pc / cm3,0.48036453447009214
2833,324.3081665039 pc / cm3,235.8951573984,-5.1864844207,40.0 pc / cm3,75.0 pc / cm3,109.3081665039 pc / cm3,0.1283928659327178
2834,706.8462524414 pc / cm3,33.1327622513,41.6429214814,40.0 pc / cm3,75.0 pc / cm3,491.8462524414 pc / cm3,0.5456905284176382
2835,380.1118164062 pc / cm3,87.5220595452,30.0638691829,40.0 pc / cm3,75.0 pc / cm3,165.11181640619998 pc / cm3,0.19164878661649487
2836,1143.9748535156 pc / cm3,103.203973393,88.1251901801,40.0 pc / cm3,75.0 pc / cm3,928.9748535156 pc / cm3,1.0060712125424331
2837,585.1295776367 pc / cm3,250.434051511,34.3900009731,40.0 pc / cm3,75.0 pc / cm3,370.1295776367 pc / cm3,0.41593736492179956
2838,1279.4401855469 pc / cm3,293.5782372481,38.8833334663,40.0 pc / cm3,75.0 pc / cm3,1064.4401855469 pc / cm3,1.1485406082534553
2839,1344.1400146484 pc / cm3,234.636514835,66.7476145614,40.0 pc / cm3,75.0 pc / cm3,1129.1400146484 pc / cm3,1.2165738700337603
2840,555.205871582 pc / cm3,332.5738691624,24.057914905,40.0 pc / cm3,75.0 pc / cm3,340.205871582 pc / cm3,0.3837551915005775
2841,508.2984619141 pc / cm3,81.2831962798,48.7967314484,40.0 pc / cm3,75.0 pc / cm3,293.2984619141 pc / cm3,0.3330003629937105
2842,301.2588195801 pc / cm3,256.7492041235,39.2920062501,40.0 pc / cm3,75.0 pc / cm3,86.25881958010001 pc / cm3,0.10185277884487696
2843,234.5370788574 pc / cm3,281.3851124096,16.9495937088,40.0 pc / cm3,75.0 pc / cm3,19.53707885739999 pc / cm3,0.023318296237857618
2844,423.3798522949 pc / cm3,1.0012587911,21.4377842631,40.0 pc / cm3,75.0 pc / cm3,208.3798522949 pc / cm3,0.23988644506105747
2845,371.6199645996 pc / cm3,166.2839129274,74.4372531401,40.0 pc / cm3,75.0 pc / cm3,156.6199645996 pc / cm3,0.18210467307219402
2846,239.3895721436 pc / cm3,121.475584658,11.7996286614,40.0 pc / cm3,75.0 pc / cm3,24.38957214359999 pc / cm3,0.02912774952567689
