event_id,dm,RA,Dec,DMhalo,DMISM,DM_Cosm,z
4511,1139.9310302734 pc / cm3,223.071940993,69.3978783572,40.0 pc / cm3,75.0 pc / cm3,924.9310302734 pc / cm3,1.001814721973233
4512,334.0131530762 pc / cm3,227.5907786201,80.8839858276,40.0 pc / cm3,75.0 pc / cm3,119.01315307620001 pc / cm3,0.13949035274997734
4513,341.2918701172 pc / cm3,44.2957249648,20.1683287118,40.0 pc / cm3,75.0 pc / cm3,126.2918701172 pc / cm3,0.1477851955016618
4514,803.0872802734 pc / cm3,31.8149379145,83.4440369663,40.0 pc / cm3,75.0 pc / cm3,588.0872802734 pc / cm3,0.6474317144707658
4515,509.9159545898 pc / cm3,285.2790455333,15.0823032136,40.0 pc / cm3,75.0 pc / cm3,294.9159545898 pc / cm3,0.3347575344628661
4516,466.6479187012 pc / cm3,87.2652382273,62.1659063379,40.0 pc / cm3,75.0 pc / cm3,251.6479187012 pc / cm3,0.2875556680763124
4517,803.4916992188 pc / cm3,171.0461079452,65.7226130839,40.0 pc / cm3,75.0 pc / cm3,588.4916992188 pc / cm3,0.6478582405570826
4518,443.5985717773 pc / cm3,206.7796893365,70.6519462096,40.0 pc / cm3,75.0 pc / cm3,228.59857177729998 pc / cm3,0.26222590979410837
4519,378.0899353027 pc / cm3,294.6761609776,46.8794908853,40.0 pc / cm3,75.0 pc / cm3,163.08993530269998 pc / cm3,0.18937881465150114
4520,1164.5623779297 pc / cm3,192.0767562546,14.7415993236,40.0 pc / cm3,75.0 pc / cm3,949.5623779297 pc / cm3,1.0277364800105757
4521,886.3884277344 pc / cm3,13.3811229706,17.0707771471,40.0 pc / cm3,75.0 pc / cm3,671.3884277344 pc / cm3,0.7351716404614027
4522,453.3035583496 pc / cm3,46.2402078986,81.5158020661,40.0 pc / cm3,75.0 pc / cm3,238.3035583496 pc / cm3,0.2729080939247389
4523,166.6022033691 pc / cm3,100.0424598658,60.9277825465,40.0 pc / cm3,75.0 pc / cm3,-48.39779663089999 pc / cm3,
4524,529.3259277344 pc / cm3,54.9239689723,70.2154927659,40.0 pc / cm3,75.0 pc / cm3,314.3259277344 pc / cm3,0.35580305296665626
4525,555.6102294922 pc / cm3,104.9596817184,5.037892605,40.0 pc / cm3,75.0 pc / cm3,340.6102294922 pc / cm3,0.38419100935107153
4526,695.5237426758 pc / cm3,44.6659732273,49.5857951385,40.0 pc / cm3,75.0 pc / cm3,480.5237426758 pc / cm3,0.5336815220827427
4527,842.716003418 pc / cm3,353.5563317023,81.3975358116,40.0 pc / cm3,75.0 pc / cm3,627.716003418 pc / cm3,0.6891979066628302
4528,187.6296539307 pc / cm3,63.7474637925,57.1262478284,40.0 pc / cm3,75.0 pc / cm3,-27.370346069300012 pc / cm3,
4529,488.8884887695 pc / cm3,146.2488493771,55.529185252,40.0 pc / cm3,75.0 pc / cm3,273.8884887695 pc / cm3,0.31187104740367105
4530,498.1890869141 pc / cm3,90.4070971229,80.700428619,40.0 pc / cm3,75.0 pc / cm3,283.1890869141 pc / cm3,0.32200562516512604
4531,351.8056030273 pc / cm3,258.7902820409,53.0995990725,40.0 pc / cm3,75.0 pc / cm3,136.80560302729998 pc / cm3,0.15972569697059416
4532,453.3035583496 pc / cm3,29.6408474988,6.2936296628,40.0 pc / cm3,75.0 pc / cm3,238.3035583496 pc / cm3,0.2729080939247389
4533,491.3147277832 pc / cm3,135.1321991676,21.3865327864,40.0 pc / cm3,75.0 pc / cm3,276.3147277832 pc / cm3,0.314516690502246
4534,550.3533935547 pc / cm3,346.2682482407,49.2052506989,40.0 pc / cm3,75.0 pc / cm3,335.3533935547 pc / cm3,0.37852304502394535
4535,234.5370788574 pc / cm3,11.6243193254,51.7196571459,40.0 pc / cm3,75.0 pc / cm3,19.53707885739999 pc / cm3,0.023318296237857618
4536,1207.4615478516 pc / cm3,69.243327214,60.5960276621,40.0 pc / cm3,75.0 pc / cm3,992.4615478516 pc / cm3,1.0728605244046583
4537,29.1149482727 pc / cm3,278.2764279498,48.9112987042,40.0 pc / cm3,75.0 pc / cm3,0,
4538,1182.3903808594 pc / cm3,146.6692727137,28.6124599713,40.0 pc / cm3,75.0 pc / cm3,967.3903808594 pc / cm3,1.0464919944232225
4539,987.0775756836 pc / cm3,149.103607364,36.0923788965,40.0 pc / cm3,75.0 pc / cm3,772.0775756836 pc / cm3,0.8410509110584861
4540,688.6493530273 pc / cm3,179.1488477345,2.8349016533,40.0 pc / cm3,75.0 pc / cm3,473.6493530273 pc / cm3,0.5263853022867484
4541,321.0731811523 pc / cm3,85.7264887446,61.7697412707,40.0 pc / cm3,75.0 pc / cm3,106.07318115229998 pc / cm3,0.12468385024041485
4542,1050.5643310547 pc / cm3,322.2997914565,79.9146649051,40.0 pc / cm3,75.0 pc / cm3,835.5643310547 pc / cm3,0.907797041281275
4543,412.4617614746 pc / cm3,131.2944387668,81.2014284199,40.0 pc / cm3,75.0 pc / cm3,197.4617614746 pc / cm3,0.22777240759213488
4544,1241.8333740234 pc / cm3,305.6493488519,60.7017634482,40.0 pc / cm3,75.0 pc / cm3,1026.8333740234 pc / cm3,1.1090022022105868
4545,587.5557861328 pc / cm3,89.9061347485,83.5062485288,40.0 pc / cm3,75.0 pc / cm3,372.5557861328 pc / cm3,0.4185408041828886
4546,1392.6650390625 pc / cm3,92.382638776,66.7400996029,40.0 pc / cm3,75.0 pc / cm3,1177.6650390625 pc / cm3,1.2676268782854547
4547,969.28515625 pc / cm3,80.5034295398,23.8465919261,40.0 pc / cm3,75.0 pc / cm3,754.28515625 pc / cm3,0.8223466625522979
4548,690.6712646484 pc / cm3,256.2076001395,48.789315625,40.0 pc / cm3,75.0 pc / cm3,475.6712646484 pc / cm3,0.5285316904599701
4549,291.5538635254 pc / cm3,75.7096827397,70.2265941323,40.0 pc / cm3,75.0 pc / cm3,76.5538635254 pc / cm3,0.09059548925105183
4550,600.0914306641 pc / cm3,10.3803166321,85.4776005258,40.0 pc / cm3,75.0 pc / cm3,385.0914306641 pc / cm3,0.43197908074328123
4551,350.9968566895 pc / cm3,54.9239689723,47.3047332565,40.0 pc / cm3,75.0 pc / cm3,135.99685668950002 pc / cm3,0.1588088738624732
4552,271.7395019531 pc / cm3,215.8258080173,74.2184692506,40.0 pc / cm3,75.0 pc / cm3,56.73950195309999 pc / cm3,0.06744684785134203
4553,127.7822723389 pc / cm3,78.3064989638,69.0291820793,40.0 pc / cm3,75.0 pc / cm3,-87.2177276611 pc / cm3,
4554,1241.0246582031 pc / cm3,70.5173565348,72.1041123925,40.0 pc / cm3,75.0 pc / cm3,1026.0246582031 pc / cm3,1.1081519190913725
4555,215.1271057129 pc / cm3,64.5026827057,71.8889707332,40.0 pc / cm3,75.0 pc / cm3,0.12710571290000416 pc / cm3,
4556,1203.4178466797 pc / cm3,272.5001166625,26.4509951876,40.0 pc / cm3,75.0 pc / cm3,988.4178466797 pc / cm3,1.0686080283677466
4557,933.7001953125 pc / cm3,290.6042321423,48.6138113299,40.0 pc / cm3,75.0 pc / cm3,718.7001953125 pc / cm3,0.7849341626371064
4558,535.3915405273 pc / cm3,287.5495217086,52.3060302378,40.0 pc / cm3,75.0 pc / cm3,320.3915405273 pc / cm3,0.3623650269738687
4559,500.2109680176 pc / cm3,340.324099455,81.2766416998,40.0 pc / cm3,75.0 pc / cm3,285.2109680176 pc / cm3,0.3242063098310956
4560,3624.0021972656 pc / cm3,251.4003035662,66.3393531478,40.0 pc / cm3,75.0 pc / cm3,3409.0021972656 pc / cm3,3.8218285922059065
4561,355.8493652344 pc / cm3,308.4468505269,0.0,40.0 pc / cm3,75.0 pc / cm3,140.8493652344 pc / cm3,0.16430574937549478
4562,41.6505508423 pc / cm3,3.7757394793,29.4372995638,40.0 pc / cm3,75.0 pc / cm3,0,
4563,1102.7286376953 pc / cm3,359.8127269164,56.9939419832,40.0 pc / cm3,75.0 pc / cm3,887.7286376953 pc / cm3,0.9626631461795664
4564,575.4245605469 pc / cm3,192.6843877046,26.2684970802,40.0 pc / cm3,75.0 pc / cm3,360.4245605469 pc / cm3,0.4055148726179572
4565,286.2969970703 pc / cm3,278.0362491914,81.5158020661,40.0 pc / cm3,75.0 pc / cm3,71.2969970703 pc / cm3,0.08447610754098174
4566,399.5217895508 pc / cm3,69.9241513339,31.0931831035,40.0 pc / cm3,75.0 pc / cm3,184.5217895508 pc / cm3,0.21336575987010994
4567,2442.4206542969 pc / cm3,283.3247858049,89.1150479793,40.0 pc / cm3,75.0 pc / cm3,2227.4206542969 pc / cm3,2.4013767104237953
4568,1536.2178955078 pc / cm3,216.4056635236,48.4295721333,40.0 pc / cm3,75.0 pc / cm3,1321.2178955078 pc / cm3,1.4189492821875782
4569,797.0216674805 pc / cm3,138.4000352702,26.5868500797,40.0 pc / cm3,75.0 pc / cm3,582.0216674805 pc / cm3,0.6410337192279324
4570,606.157043457 pc / cm3,181.0804453526,8.6849985762,40.0 pc / cm3,75.0 pc / cm3,391.157043457 pc / cm3,0.4384738498549222
4571,752.1361694336 pc / cm3,120.9578158151,81.3239753093,40.0 pc / cm3,75.0 pc / cm3,537.1361694336 pc / cm3,0.5936350093673672
4572,653.064453125 pc / cm3,108.1122532909,15.734864754,40.0 pc / cm3,75.0 pc / cm3,438.064453125 pc / cm3,0.4885497269272296
4573,326.7344055176 pc / cm3,98.5667718801,51.0080398096,40.0 pc / cm3,75.0 pc / cm3,111.73440551760001 pc / cm3,0.13117135465096824
4574,331.5869140625 pc / cm3,288.4417049905,60.2752854911,40.0 pc / cm3,75.0 pc / cm3,116.5869140625 pc / cm3,0.13672008485129708
4575,537.0090332031 pc / cm3,308.5076519423,63.9242753701,40.0 pc / cm3,75.0 pc / cm3,322.0090332031 pc / cm3,0.3641137455320072
4576,464.2216491699 pc / cm3,130.4678137617,83.4030723081,40.0 pc / cm3,75.0 pc / cm3,249.2216491699 pc / cm3,0.2848958232174902
4577,1355.0582275391 pc / cm3,236.9640585175,10.2198365675,40.0 pc / cm3,75.0 pc / cm3,1140.0582275391 pc / cm3,1.2280580933760932
4578,696.7368774414 pc / cm3,91.3889073042,39.0764952044,40.0 pc / cm3,75.0 pc / cm3,481.7368774414 pc / cm3,0.5349686962045982
4579,364.7456054688 pc / cm3,58.9799624884,87.3600582635,40.0 pc / cm3,75.0 pc / cm3,149.74560546880002 pc / cm3,0.17435829849724305
4580,711.2943115234 pc / cm3,265.3986081925,85.4854317224,40.0 pc / cm3,75.0 pc / cm3,496.2943115234 pc / cm3,0.5504055765276719
4581,913.8858642578 pc / cm3,194.8280365508,42.8791796899,40.0 pc / cm3,75.0 pc / cm3,698.8858642578 pc / cm3,0.7640973953793665
4582,255.9689178467 pc / cm3,29.3055125012,43.5832262441,40.0 pc / cm3,75.0 pc / cm3,40.96891784670001 pc / cm3,0.04885241804253544
4583,417.7186279297 pc / cm3,208.1676761713,11.3699993842,40.0 pc / cm3,75.0 pc / cm3,202.7186279297 pc / cm3,0.23360971832314745
4584,1625.1801757812 pc / cm3,281.076525364,72.748268747,40.0 pc / cm3,75.0 pc / cm3,1410.1801757812 pc / cm3,1.5130532318272316
4585,417.314239502 pc / cm3,95.0361119312,65.1392870122,40.0 pc / cm3,75.0 pc / cm3,202.31423950200002 pc / cm3,0.23316098593165258
4586,953.110168457 pc / cm3,190.551274981,62.9923072132,40.0 pc / cm3,75.0 pc / cm3,738.110168457 pc / cm3,0.805341946283984
4587,616.6707763672 pc / cm3,233.7279117139,47.8795670535,40.0 pc / cm3,75.0 pc / cm3,401.6707763672 pc / cm3,0.4497202631830352
4588,172.6678161621 pc / cm3,245.7452870163,38.9032188015,40.0 pc / cm3,75.0 pc / cm3,-42.332183837900004 pc / cm3,
4589,968.8807373047 pc / cm3,187.0666777332,65.7204915666,40.0 pc / cm3,75.0 pc / cm3,753.8807373047 pc / cm3,0.8219215107199798
4590,402.7567749023 pc / cm3,216.8107343676,80.3249125503,40.0 pc / cm3,75.0 pc / cm3,187.75677490229998 pc / cm3,0.21697258057792984
4591,874.6615600586 pc / cm3,187.0666777332,45.776446347,40.0 pc / cm3,75.0 pc / cm3,659.6615600586 pc / cm3,0.7228313314813485
4592,841.0985107422 pc / cm3,20.4123306858,51.5463846566,40.0 pc / cm3,75.0 pc / cm3,626.0985107422 pc / cm3,0.6874942040533772
4593,693.0974731445 pc / cm3,26.3876068538,26.1875997859,40.0 pc / cm3,75.0 pc / cm3,478.0974731445 pc / cm3,0.5311068154846224
4594,509.9159545898 pc / cm3,270.5107108086,27.0894669122,40.0 pc / cm3,75.0 pc / cm3,294.9159545898 pc / cm3,0.3347575344628661
4595,304.0894470215 pc / cm3,296.7346659071,28.7653738661,40.0 pc / cm3,75.0 pc / cm3,89.0894470215 pc / cm3,0.10512666659268737
4596,218.3621063232 pc / cm3,3.2286104623,73.4371447486,40.0 pc / cm3,75.0 pc / cm3,3.3621063232000097 pc / cm3,0.003826892159277227
4597,972.1157226562 pc / cm3,251.4003035662,25.8364003173,40.0 pc / cm3,75.0 pc / cm3,757.1157226562 pc / cm3,0.8253223275157885
4598,1384.5775146484 pc / cm3,27.4532809808,51.1444572778,40.0 pc / cm3,75.0 pc / cm3,1169.5775146484 pc / cm3,1.2591155884081713
4599,835.8416137695 pc / cm3,16.1463183648,83.0726113371,40.0 pc / cm3,75.0 pc / cm3,620.8416137695 pc / cm3,0.6819565667577199
4600,561.271484375 pc / cm3,328.0629124474,37.684173709,40.0 pc / cm3,75.0 pc / cm3,346.271484375 pc / cm3,0.3902899195008015
4601,1031.1544189453 pc / cm3,111.9315923015,15.9930213025,40.0 pc / cm3,75.0 pc / cm3,816.1544189453 pc / cm3,0.8873884470182825
4602,302.4719543457 pc / cm3,179.3519813558,56.2602685673,40.0 pc / cm3,75.0 pc / cm3,87.4719543457 pc / cm3,0.10325640335287053
4603,819.6666259766 pc / cm3,313.4571308247,53.8549592202,40.0 pc / cm3,75.0 pc / cm3,604.6666259766 pc / cm3,0.6649120956502648
4604,698.7374267578 pc / cm3,235.787741038,36.0807664611,40.0 pc / cm3,75.0 pc / cm3,483.7374267578 pc / cm3,0.5370910832825702
4605,689.0537719727 pc / cm3,152.594289295,38.4862793853,40.0 pc / cm3,75.0 pc / cm3,474.0537719727 pc / cm3,0.52681464638244
4606,709.2724609375 pc / cm3,215.4500304882,83.5658119986,40.0 pc / cm3,75.0 pc / cm3,494.2724609375 pc / cm3,0.5482625513642491
4607,713.3162231445 pc / cm3,186.5161302727,73.6157492576,40.0 pc / cm3,75.0 pc / cm3,498.3162231445 pc / cm3,0.5525483642123212
4608,867.3828125 pc / cm3,168.0454730175,34.937359618,40.0 pc / cm3,75.0 pc / cm3,652.3828125 pc / cm3,0.7151702949087138
4609,1771.5637207031 pc / cm3,6.4008763946,35.9386837298,40.0 pc / cm3,75.0 pc / cm3,1556.5637207031 pc / cm3,1.6686675691335568
4610,1007.2963256836 pc / cm3,212.4882108524,39.6336783976,40.0 pc / cm3,75.0 pc / cm3,792.2963256836 pc / cm3,0.862305896315833
4611,239.3895721436 pc / cm3,174.8257974228,12.1884854344,40.0 pc / cm3,75.0 pc / cm3,24.38957214359999 pc / cm3,0.02912774952567689
4612,370.8112182617 pc / cm3,349.3511913702,58.5852275952,40.0 pc / cm3,75.0 pc / cm3,155.8112182617 pc / cm3,0.18119428796689793
4613,152.0447235107 pc / cm3,141.709239259,4.5642368075,40.0 pc / cm3,75.0 pc / cm3,-62.95527648929999 pc / cm3,
4614,525.6865234375 pc / cm3,91.9317323756,84.8622474796,40.0 pc / cm3,75.0 pc / cm3,310.6865234375 pc / cm3,0.35186253941518747
4615,1025.8975830078 pc / cm3,34.1069737677,29.189808128,40.0 pc / cm3,75.0 pc / cm3,810.8975830078 pc / cm3,0.8818615728247152
4616,321.4775390625 pc / cm3,2.2087405834,44.3874389603,40.0 pc / cm3,75.0 pc / cm3,106.4775390625 pc / cm3,0.12514773432829862
4617,304.4938354492 pc / cm3,82.5253971999,55.5777637217,40.0 pc / cm3,75.0 pc / cm3,89.49383544919999 pc / cm3,0.10559403682183877
4618,1392.6650390625 pc / cm3,273.5949035833,19.6198499239,40.0 pc / cm3,75.0 pc / cm3,1177.6650390625 pc / cm3,1.2676268782854547
4619,739.6005249023 pc / cm3,29.4817489857,21.9216903559,40.0 pc / cm3,75.0 pc / cm3,524.6005249023 pc / cm3,0.5803780201993683
4620,818.428527832 pc / cm3,82.5253971999,19.7272372073,40.0 pc / cm3,75.0 pc / cm3,603.428527832 pc / cm3,0.6636070694393797
4621,506.2765808105 pc / cm3,266.4528510727,53.7102409135,40.0 pc / cm3,75.0 pc / cm3,291.2765808105 pc / cm3,0.330803123729219
4622,57.0167732239 pc / cm3,109.3742665081,20.2782714474,40.0 pc / cm3,75.0 pc / cm3,0,
4623,632.4413452148 pc / cm3,159.1762478749,65.7399954002,40.0 pc / cm3,75.0 pc / cm3,417.4413452148 pc / cm3,0.4665646279489517
4624,273.7613830566 pc / cm3,117.8795570551,7.2351511621,40.0 pc / cm3,75.0 pc / cm3,58.76138305659998 pc / cm3,0.06981955393854478
4625,1320.6864013672 pc / cm3,254.5403725438,23.6223267368,40.0 pc / cm3,75.0 pc / cm3,1105.6864013672 pc / cm3,1.1919085772565556
4626,503.041595459 pc / cm3,229.6905094289,65.7147218076,40.0 pc / cm3,75.0 pc / cm3,288.041595459 pc / cm3,0.32728579759240123
4627,670.0481567383 pc / cm3,161.9343770905,53.9160336375,40.0 pc / cm3,75.0 pc / cm3,455.0481567383 pc / cm3,0.5066222975251942
4628,953.9188842773 pc / cm3,283.4642420203,77.5434837951,40.0 pc / cm3,75.0 pc / cm3,738.9188842773 pc / cm3,0.8061921771049478
4629,392.6474304199 pc / cm3,286.7035684655,82.6720433649,40.0 pc / cm3,75.0 pc / cm3,177.6474304199 pc / cm3,0.2056894660721343
4630,900.5415039062 pc / cm3,263.8770096488,21.414947019,40.0 pc / cm3,75.0 pc / cm3,685.5415039062 pc / cm3,0.7500614696578092
4631,1200.1828613281 pc / cm3,273.2240505926,87.7428330307,40.0 pc / cm3,75.0 pc / cm3,985.1828613281 pc / cm3,1.065205891592397
4632,533.7740478516 pc / cm3,316.7014573053,65.7340635761,40.0 pc / cm3,75.0 pc / cm3,318.7740478516 pc / cm3,0.36061583301549904
4633,409.226776123 pc / cm3,34.9146709898,86.7634213348,40.0 pc / cm3,75.0 pc / cm3,194.22677612299998 pc / cm3,0.22417586942395953
4634,310.1550598145 pc / cm3,356.250666069,60.5891410277,40.0 pc / cm3,75.0 pc / cm3,95.15505981450002 pc / cm3,0.11212807887638894
4635,939.7658081055 pc / cm3,48.4291753644,38.1944559654,40.0 pc / cm3,75.0 pc / cm3,724.7658081055 pc / cm3,0.7913119199206767
4636,501.0197143555 pc / cm3,144.1202077297,20.5057648625,40.0 pc / cm3,75.0 pc / cm3,286.0197143555 pc / cm3,0.32508633220571215
4637,649.4250488281 pc / cm3,4.3090294647,67.5255309912,40.0 pc / cm3,75.0 pc / cm3,434.4250488281 pc / cm3,0.48467325395532396
4638,597.2608032227 pc / cm3,133.2717555394,56.3071884915,40.0 pc / cm3,75.0 pc / cm3,382.2608032227 pc / cm3,0.4289465103496732
4639,425.4017333984 pc / cm3,160.7516071465,57.4774744297,40.0 pc / cm3,75.0 pc / cm3,210.40173339839998 pc / cm3,0.2421257863770141
4640,199.3565216064 pc / cm3,150.7132220422,42.8383404956,40.0 pc / cm3,75.0 pc / cm3,-15.643478393599992 pc / cm3,
4641,347.7618713379 pc / cm3,224.3215251176,37.9237645992,40.0 pc / cm3,75.0 pc / cm3,132.7618713379 pc / cm3,0.1551388187852384
4642,368.7893371582 pc / cm3,49.6423263705,68.330388997,40.0 pc / cm3,75.0 pc / cm3,153.7893371582 pc / cm3,0.17891720434878702
4643,242.2201843262 pc / cm3,141.1544377485,71.5438094314,40.0 pc / cm3,75.0 pc / cm3,27.220184326200012 pc / cm3,0.03250881199763017
4644,483.2272644043 pc / cm3,342.0671492618,66.1530013418,40.0 pc / cm3,75.0 pc / cm3,268.2272644043 pc / cm3,0.30569270734236914
4645,234.9414520264 pc / cm3,330.5774620329,87.1645306144,40.0 pc / cm3,75.0 pc / cm3,19.941452026399986 pc / cm3,0.023803067468369278
4646,669.6437988281 pc / cm3,31.5000738352,47.3045975284,40.0 pc / cm3,75.0 pc / cm3,454.6437988281 pc / cm3,0.5061923373819553
4647,427.0192260742 pc / cm3,160.2183201418,84.283872178,40.0 pc / cm3,75.0 pc / cm3,212.0192260742 pc / cm3,0.24391636276358236
4648,571.380859375 pc / cm3,47.7821783172,34.3156219672,40.0 pc / cm3,75.0 pc / cm3,356.380859375 pc / cm3,0.40116808596809195
4649,509.9159545898 pc / cm3,186.8666865954,43.5832262441,40.0 pc / cm3,75.0 pc / cm3,294.9159545898 pc / cm3,0.3347575344628661
4650,864.9565429688 pc / cm3,251.260126604,89.4181519775,40.0 pc / cm3,75.0 pc / cm3,649.9565429688 pc / cm3,0.712616314775369
4651,64.6998825073 pc / cm3,185.0807780325,60.7395807527,40.0 pc / cm3,75.0 pc / cm3,0,
4652,674.9006347656 pc / cm3,357.4605920477,59.169708613,40.0 pc / cm3,75.0 pc / cm3,459.9006347656 pc / cm3,0.5117808361323366
4653,371.6199645996 pc / cm3,120.8370489461,17.4294482056,40.0 pc / cm3,75.0 pc / cm3,156.6199645996 pc / cm3,0.18210467307219402
4654,1587.9777832031 pc / cm3,78.5306521393,42.7358851027,40.0 pc / cm3,75.0 pc / cm3,1372.9777832031 pc / cm3,1.473663683745681
4655,538.2221679688 pc / cm3,132.4355005672,55.5287638805,40.0 pc / cm3,75.0 pc / cm3,323.2221679688 pc / cm3,0.36542499111558807
4656,479.587890625 pc / cm3,70.2999699355,80.7446344714,40.0 pc / cm3,75.0 pc / cm3,264.587890625 pc / cm3,0.30171700552879605
4657,627.1845092773 pc / cm3,252.2578464379,29.8826019792,40.0 pc / cm3,75.0 pc / cm3,412.1845092773 pc / cm3,0.46095310704754383
4658,604.1351318359 pc / cm3,142.8283349006,8.209334521,40.0 pc / cm3,75.0 pc / cm3,389.1351318359 pc / cm3,0.4363094191584175
4659,218.7664794922 pc / cm3,256.5036482021,89.5546799883,40.0 pc / cm3,75.0 pc / cm3,3.7664794922000056 pc / cm3,0.0043166317168202555
4660,410.4398803711 pc / cm3,100.0926335034,70.2833770265,40.0 pc / cm3,75.0 pc / cm3,195.4398803711 pc / cm3,0.22552494825304845
4661,754.5623779297 pc / cm3,222.9212888981,86.9820242649,40.0 pc / cm3,75.0 pc / cm3,539.5623779297 pc / cm3,0.5961997575570438
4662,464.6260375977 pc / cm3,121.1690411282,60.728640112,40.0 pc / cm3,75.0 pc / cm3,249.62603759770002 pc / cm3,0.28533924439358144
4663,419.3361206055 pc / cm3,219.3575821452,10.7924172842,40.0 pc / cm3,75.0 pc / cm3,204.3361206055 pc / cm3,0.2354040732070079
4664,618.288269043 pc / cm3,87.5363497528,42.2281603763,40.0 pc / cm3,75.0 pc / cm3,403.288269043 pc / cm3,0.45144925322644186
4665,452.8991699219 pc / cm3,130.6018774298,87.1884748171,40.0 pc / cm3,75.0 pc / cm3,237.8991699219 pc / cm3,0.2724634927643169
4666,1182.3903808594 pc / cm3,209.5109496623,84.5261282056,40.0 pc / cm3,75.0 pc / cm3,967.3903808594 pc / cm3,1.0464919944232225
4667,411.248626709 pc / cm3,75.4263674673,81.7378946116,40.0 pc / cm3,75.0 pc / cm3,196.248626709 pc / cm3,0.22642408052638038
4668,1211.1009521484 pc / cm3,142.9225443606,66.5654267654,40.0 pc / cm3,75.0 pc / cm3,996.1009521484 pc / cm3,1.076687720611696
4669,789.7429199219 pc / cm3,258.7902820409,29.8826019792,40.0 pc / cm3,75.0 pc / cm3,574.7429199219 pc / cm3,0.6333540319698472
4670,865.3609619141 pc / cm3,207.9549557493,12.4097355206,40.0 pc / cm3,75.0 pc / cm3,650.3609619141 pc / cm3,0.7130420311117762
4671,627.1845092773 pc / cm3,43.3774525669,59.394429123,40.0 pc / cm3,75.0 pc / cm3,412.1845092773 pc / cm3,0.46095310704754383
4672,409.226776123 pc / cm3,118.5598080135,17.5039322319,40.0 pc / cm3,75.0 pc / cm3,194.22677612299998 pc / cm3,0.22417586942395953
4673,245.8595581055 pc / cm3,107.999931729,15.2166591435,40.0 pc / cm3,75.0 pc / cm3,30.859558105500014 pc / cm3,0.03684763588579361
4674,926.8258056641 pc / cm3,54.4260994342,48.0272959824,40.0 pc / cm3,75.0 pc / cm3,711.8258056641 pc / cm3,0.7777055676018348
4675,309.3463134766 pc / cm3,190.3076526048,48.790499737,40.0 pc / cm3,75.0 pc / cm3,94.34631347660002 pc / cm3,0.11119565283442644
4676,866.9784545898 pc / cm3,227.5907786201,15.9700865509,40.0 pc / cm3,75.0 pc / cm3,651.9784545898 pc / cm3,0.7147446630005954
4677,800.6610717773 pc / cm3,15.3196131453,62.6392554675,40.0 pc / cm3,75.0 pc / cm3,585.6610717773 pc / cm3,0.6448727390365765
4678,137.0828704834 pc / cm3,76.3020161267,27.0910199483,40.0 pc / cm3,75.0 pc / cm3,-77.9171295166 pc / cm3,
4679,403.1611328125 pc / cm3,223.5552770967,77.6848829246,40.0 pc / cm3,75.0 pc / cm3,188.1611328125 pc / cm3,0.21742316961490832
4680,204.2089996338 pc / cm3,64.740897593,33.0981255262,40.0 pc / cm3,75.0 pc / cm3,-10.791000366199995 pc / cm3,
4681,1001.6350708008 pc / cm3,288.0509758058,-7.0379644184,40.0 pc / cm3,75.0 pc / cm3,786.6350708008 pc / cm3,0.8563544193639921
4682,46.9074134827 pc / cm3,174.4551432642,0.5370029752,40.0 pc / cm3,75.0 pc / cm3,0,
4683,239.3895721436 pc / cm3,29.7668722112,17.9282778257,40.0 pc / cm3,75.0 pc / cm3,24.38957214359999 pc / cm3,0.02912774952567689
4684,417.314239502 pc / cm3,262.8554546133,59.4830796035,40.0 pc / cm3,75.0 pc / cm3,202.31423950200002 pc / cm3,0.23316098593165258
4685,105.1373138428 pc / cm3,199.6820001688,72.9573039361,40.0 pc / cm3,75.0 pc / cm3,0,
4686,531.7521362305 pc / cm3,169.5502039341,49.2775149684,40.0 pc / cm3,75.0 pc / cm3,316.7521362305 pc / cm3,0.35842861707030277
4687,210.6790008545 pc / cm3,180.3721158443,28.2586921789,40.0 pc / cm3,75.0 pc / cm3,-4.3209991454999965 pc / cm3,
4688,166.1978302002 pc / cm3,189.9924056725,82.1190198268,40.0 pc / cm3,75.0 pc / cm3,-48.8021697998 pc / cm3,
4689,2994.3913574219 pc / cm3,121.588927063,63.8120935636,40.0 pc / cm3,75.0 pc / cm3,2779.3913574219 pc / cm3,3.0390983687470445
4690,960.7932739258 pc / cm3,336.6989146336,38.1944559654,40.0 pc / cm3,75.0 pc / cm3,745.7932739258 pc / cm3,0.8134193171593098
4691,332.8000183105 pc / cm3,312.4166783786,77.1203920689,40.0 pc / cm3,75.0 pc / cm3,117.80001831049998 pc / cm3,0.13810553660947644
4692,415.6967468262 pc / cm3,212.2280260117,43.6034032234,40.0 pc / cm3,75.0 pc / cm3,200.6967468262 pc / cm3,0.23136561451518803
4693,286.2969970703 pc / cm3,238.4726178919,0.5336123509,40.0 pc / cm3,75.0 pc / cm3,71.2969970703 pc / cm3,0.08447610754098174
4694,816.8359985352 pc / cm3,45.889967684,46.1043234884,40.0 pc / cm3,75.0 pc / cm3,601.8359985352 pc / cm3,0.6619283702575541
4695,1873.0616455078 pc / cm3,113.9102718753,88.1104243344,40.0 pc / cm3,75.0 pc / cm3,1658.0616455078 pc / cm3,1.777261979163575
4696,921.9733276367 pc / cm3,175.8685626559,89.3398690326,40.0 pc / cm3,75.0 pc / cm3,706.9733276367 pc / cm3,0.772602747799907
